Country,Year,energy_import_dependency_raw,gdp_growth,inflation_cpi,productivity_gdp_per_hour,public_debt_gdp_canonical,public_debt_gdp_eurostat,public_debt_gdp_worldbank,rd_gdp,tertiary_education_25_64,unemployment_rate,Recovery_2007,Recovery_2019,Recovery_2007_status,Recovery_2019_status,wgi_va_score,wgi_pv_score,wgi_ge_score,wgi_rq_score,wgi_rl_score,wgi_cc_score,wgi_six_dimension_mean_score,wgi_six_dimension_available_count,governance_context_score_0_100,governance_context_role,shock_id,shock_label,baseline_year,poset_temporal_design,final5_raw_variables_available,complete_case_final5_raw,gdp_growth_volatility_sd,gdp_growth_stability_score_0_100,years_available,window_start,window_end,sufficient_window_coverage,volatility_feature_role,debt_capacity_score_0_100,employment_strength_score_0_100,rd_intensity_score_0_100,human_capital_tertiary_score_0_100,energy_security_score_0_100,final5_score_variables_available,complete_case_final5_scores
GBR,2007,21.8227003153631,2.93091133296125,2.4,69.8440837879277,93.3735852072108,,93.3735852072108,1.610902226,35.536041,5.159,5.0,2.0,recovered,recovered,1.4133656,0.6958934999999999,1.6664793,1.892217,1.5830601,1.6278157,1.4798052000000002,6.0,86.88712974284869,contextual_or_sensitivity_only_not_final_ordering,2007,Global Financial Crisis,2007,single_pre_shock_cross_section,5,True,0.5538977306561953,97.1352540310579,6.0,2002.0,2007.0,True,diagnostic_or_sensitivity_only_not_final_ordering,11.148376159671502,76.66535793744274,40.262690424512755,63.455884233491766,52.607492487646,5,True
GRC,2007,80.6025864165749,3.50687005595141,2.895001,46.5068102204394,104.6,104.6,,0.585129016,22.893152,8.396,20.0,2.0,not_recovered_by_available_data,recovered,1.2243039999999998,0.525963,0.4958192999999999,0.8309751,0.8092929999999999,0.2848043,0.6951931166666666,6.0,68.31204348046802,contextual_or_sensitivity_only_not_final_ordering,2007,Global Financial Crisis,2007,single_pre_shock_cross_section,5,True,1.910400966148448,47.86828584209186,6.0,2002.0,2007.0,True,diagnostic_or_sensitivity_only_not_final_ordering,0.0,34.30179295903676,4.768047182198515,26.919380425850665,16.15119135769017,5,True
HUN,2007,60.7501538278145,0.332354337185429,7.958745,38.9589185419882,65.6,65.6,69.6770160641219,0.954878882,18.048761,7.406,5.0,1.0,recovered,recovered,1.0577711,0.7828904,0.4939080999999999,1.2913863,0.8935867,0.5332085,0.8421251833333333,6.0,71.79054689765755,contextual_or_sensitivity_only_not_final_ordering,2007,Global Financial Crisis,2007,single_pre_shock_cross_section,5,True,1.7011546564320172,55.46792218259567,6.0,2002.0,2007.0,True,diagnostic_or_sensitivity_only_not_final_ordering,38.72889771598808,47.25821227588012,17.56243433777991,12.91964427241276,28.464013117361407,5,True
IRL,2007,94.211873871778,5.31011819912991,4.885746,71.6637065508875,23.9,23.9,,1.234083043,32.39011,4.797,6.0,0.0,recovered,no_negative_growth_in_shock_window,1.5525635,1.3616515,1.376367,1.9168528,1.6527835,1.4613994,1.55360295,6.0,88.63423458782624,contextual_or_sensitivity_only_not_final_ordering,2007,Global Financial Crisis,2007,single_pre_shock_cross_section,5,True,1.2720583718463137,71.05231037243726,6.0,2002.0,2007.0,True,diagnostic_or_sensitivity_only_not_final_ordering,80.1390268123138,81.40295772804606,27.223684982515177,54.36450330306708,7.710476097086999,5,True
ITA,2007,85.6775303732499,1.46229205289291,1.829738,67.4962752492869,103.5,103.5,,1.124205278,13.578119,6.075,15.0,2.0,recovered,recovered,1.2209287,0.5074765,0.1999166,0.9144553,0.503455,0.3863064,0.62208975,6.0,66.58137762564854,contextual_or_sensitivity_only_not_final_ordering,2007,Global Financial Crisis,2007,single_pre_shock_cross_section,5,True,0.7118703751255432,91.39783074583148,6.0,2002.0,2007.0,True,diagnostic_or_sensitivity_only_not_final_ordering,1.0923535253227352,64.67739824630283,23.421604726453662,0.0,13.003623416105148,5,True
LTU,2007,61.06401135107,11.0779289615295,5.737174,36.7171969536743,15.9,15.9,,0.801107284,28.931429,4.25,5.0,0.0,recovered,no_negative_growth_in_shock_window,0.8577283,0.8142957,0.4643619,1.0779591,0.6067427,0.1802647,0.6668920666666667,6.0,67.64203793730509,contextual_or_sensitivity_only_not_final_ordering,2007,Global Financial Crisis,2007,single_pre_shock_cross_section,5,True,1.9826045839652957,45.24591587714296,6.0,2002.0,2007.0,True,diagnostic_or_sensitivity_only_not_final_ordering,88.08341608738827,88.56170658290799,12.241503786463829,44.36931062788691,28.2693532576944,5,True
LUX,2007,106.64376884536,8.09852254631858,2.312459,118.745532359081,8.1,8.1,,1.57165274,26.512686,4.065,2.0,1.0,recovered,recovered,1.593974,1.4946425,1.8128865,1.7793234999999998,1.7218692,2.0689964,1.7452820166666667,6.0,93.1720887372293,contextual_or_sensitivity_only_not_final_ordering,2007,Global Financial Crisis,2007,single_pre_shock_cross_section,5,True,2.2152476378119244,36.79653099300993,6.0,2002.0,2007.0,True,diagnostic_or_sensitivity_only_not_final_ordering,95.8291956305859,90.98285564716659,38.90454762117885,37.37941988145978,0.0,5,True
LVA,2007,65.8917971395561,10.4145372792714,10.09298,32.450576426898,8.9,8.9,,0.581669059,22.18199,6.052,10.0,1.0,recovered,recovered,0.7781359999999999,0.7458786,0.3072813,1.0284669,0.648169,0.3061482,0.6356799999999999,6.0,66.90311631848749,contextual_or_sensitivity_only_not_final_ordering,2007,Global Financial Crisis,2007,single_pre_shock_cross_section,5,True,2.0142991978059017,44.09479622553366,6.0,2002.0,2007.0,True,diagnostic_or_sensitivity_only_not_final_ordering,95.03475670307844,64.97840596780526,4.648322921366291,24.864203549675473,25.275077083138452,5,True
NLD,2007,47.0413866840216,3.88542358248021,1.613859,77.6875365595196,42.8,42.8,,1.660631849,30.803967,4.155,6.0,1.0,recovered,recovered,1.7585718,0.9304457,1.7574727,1.8554736,1.787188,2.0981723,1.69788735,6.0,92.05005653761036,contextual_or_sensitivity_only_not_final_ordering,2007,Global Financial Crisis,2007,single_pre_shock_cross_section,5,True,1.5880298227276357,59.5765136239374,6.0,2002.0,2007.0,True,diagnostic_or_sensitivity_only_not_final_ordering,61.37040714995036,89.80499934563537,41.98347549644867,49.78073136937666,36.96642739992762,5,True
POL,2007,25.9717755598224,6.76045126044817,2.491667,32.534120534117,44.4,44.4,,0.561025029,18.688519,9.604,0.0,1.0,no_negative_growth_in_shock_window,recovered,0.9393901,0.7795685,0.2285767,0.7734316999999999,0.4732406999999999,0.3179194999999999,0.5853545333333333,6.0,65.71169968804699,contextual_or_sensitivity_only_not_final_ordering,2007,Global Financial Crisis,2007,single_pre_shock_cross_section,5,True,1.8755063607752087,49.13562628619041,6.0,2002.0,2007.0,True,diagnostic_or_sensitivity_only_not_final_ordering,59.78152929493545,18.49234393404005,3.933981317598306,14.76847175187326,50.03416432123203,5,True
PRT,2007,85.8162996853368,2.50657937732592,2.453965,42.8966787849682,72.7,72.7,,1.124170485,13.692096,7.961,9.0,2.0,recovered,recovered,1.4835003999999998,0.8745649999999999,0.8094817999999999,1.1711639,1.1553392,0.9121206,1.0676951499999998,6.0,77.13074198009245,contextual_or_sensitivity_only_not_final_ordering,2007,Global Financial Crisis,2007,single_pre_shock_cross_section,5,True,1.1883149151278865,74.09379682837161,6.0,2002.0,2007.0,True,diagnostic_or_sensitivity_only_not_final_ordering,31.678252234359476,39.9947650831043,23.420400790622338,0.3293804995427485,12.917556290688706,5,True
SVK,2007,69.1625263772008,10.8186295074903,2.756724,37.781102926078,30.4,30.4,,0.447335405,14.438412,11.017,1.0,1.0,recovered,recovered,0.972359,1.1269348,0.5945746,1.061458,0.397177,0.3825594,0.7558438,6.0,69.74790165639976,contextual_or_sensitivity_only_not_final_ordering,2007,Global Financial Crisis,2007,single_pre_shock_cross_section,5,True,2.538077223431467,25.071653005967388,6.0,2002.0,2007.0,True,diagnostic_or_sensitivity_only_not_final_ordering,73.68421052631578,0.0,0.0,2.486148416725561,23.24651428877013,5,True
SVN,2007,51.2447668759392,7.13923237939151,3.657496,49.1467104122818,22.9,22.9,,1.432610982,22.227602,4.818,8.0,1.0,recovered,recovered,1.0606952,1.1909245,0.7581241,0.9051826,0.8642422,0.9858268,0.9608325666666664,6.0,74.60085269365099,contextual_or_sensitivity_only_not_final_ordering,2007,Global Financial Crisis,2007,single_pre_shock_cross_section,5,True,1.575543518869312,60.03000486442276,6.0,2002.0,2007.0,True,diagnostic_or_sensitivity_only_not_final_ordering,81.1320754716981,81.12812459102211,34.093311036052796,24.99601701506888,34.359418366661046,5,True
SWE,2007,38.2973061041952,3.22486814096095,2.212169,74.7068095737392,39.3,39.3,,3.241776075,31.328465,6.146,2.0,1.0,recovered,recovered,1.7485024,1.2872983,1.9768861,1.7696028,1.8995679,2.1579783,1.8066393,6.0,94.62467512348536,contextual_or_sensitivity_only_not_final_ordering,2007,Global Financial Crisis,2007,single_pre_shock_cross_section,5,True,1.0853690080061162,77.83269888083301,6.0,2002.0,2007.0,True,diagnostic_or_sensitivity_only_not_final_ordering,64.84607745779543,63.7482004973171,96.69552068284526,51.2964706259738,42.389657281214824,5,True
USA,2007,30.5507287280746,2.00385829909157,2.852673,68.3808297667215,55.81423486742,,55.81423486742,2.615158473,40.270866,4.622,1.0,1.0,recovered,recovered,1.292219,0.4595604,1.5470008,1.5170645,1.560144,1.2346553999999998,1.2684406833333333,6.0,81.88323773903187,contextual_or_sensitivity_only_not_final_ordering,2007,Global Financial Crisis,2007,single_pre_shock_cross_section,5,True,0.8249273238389765,87.29170482584055,6.0,2002.0,2007.0,True,diagnostic_or_sensitivity_only_not_final_ordering,48.44663866194638,83.6932338699123,75.01278612171896,77.13898717309793,47.194218437799535,5,True
AUS,2019,-230.540248121,-0.133531904304771,1.610768,68.4392838733405,59.9837867004913,,59.9837867004913,1.789939296,47.129978,5.163,0.0,0.0,no_negative_growth_in_shock_window,no_negative_growth_in_shock_window,1.4944488,0.8454141,1.6666492,1.8466041,1.6342612,1.7864413,1.54563645,6.0,88.44563384122472,contextual_or_sensitivity_only_not_final_ordering,2019,COVID shock,2019,single_pre_shock_cross_section,5,True,0.9696307195675616,92.24083785230054,8.0,2012.0,2019.0,True,diagnostic_or_sensitivity_only_not_final_ordering,70.73261383439076,88.08641041162227,36.31892606143274,72.49028470317627,100.0,5,True
AUT,2019,74.4762818960772,1.75497626702115,1.530895,80.7901806860852,71.0,71.0,,3.14405336,33.773777,4.485,2.0,2.0,recovered,recovered,1.4551242,0.7878107999999999,1.7527564999999998,1.5588698,1.8098146,1.607711,1.4953478166666665,6.0,87.25508921155827,contextual_or_sensitivity_only_not_final_ordering,2019,COVID shock,2019,single_pre_shock_cross_section,5,True,0.9501361599033722,92.49922753283307,8.0,2012.0,2019.0,True,diagnostic_or_sensitivity_only_not_final_ordering,64.40872560275545,90.65148305084746,69.82192665670692,41.588964679838746,10.303772082724377,5,True
BEL,2019,90.9302260794468,2.44289004481559,1.43682,87.7946961242099,97.7,97.7,,3.151540041,40.67009,5.358,1.0,1.0,recovered,recovered,1.4474148,0.3774033,1.1205718999999998,1.2890183,1.4493311,1.4973857,1.1968541833333333,6.0,80.1884825332839,contextual_or_sensitivity_only_not_final_ordering,2019,COVID shock,2019,single_pre_shock_cross_section,5,True,0.7632928674212907,94.97573274688928,8.0,2012.0,2019.0,True,diagnostic_or_sensitivity_only_not_final_ordering,49.08151549942594,87.34866828087166,70.00715941122002,57.54448788543463,5.46515980316359,5,True
BGR,2019,39.3231832972508,,3.103729,32.4384046426946,20.1,20.1,,0.837301749,28.11508560180664,4.144,,,,,0.1389293,0.5788167,0.0359426,0.4580562999999999,-0.1405825,-0.1252922,0.1576450333333333,6.0,55.58600697122393,contextual_or_sensitivity_only_not_final_ordering,2019,COVID shock,2019,single_pre_shock_cross_section,5,True,,,,,,,,93.62801377726751,91.94158595641646,12.749112297042558,28.496841117990552,20.64124573945459,5,True
CAN,2019,-75.7691761628351,1.9084319151316,1.949269,58.4071909395756,53.3623246913959,,53.3623246913959,1.755776696,59.02025604248047,5.685,1.0,1.0,recovered,recovered,1.5957418,0.9041813,1.8495246,1.6826483,1.682264,1.7955073,1.5849778833333337,6.0,89.37701194943301,contextual_or_sensitivity_only_not_final_ordering,2019,COVID shock,2019,single_pre_shock_cross_section,5,True,0.8694375661675114,93.56884306732184,8.0,2012.0,2019.0,True,diagnostic_or_sensitivity_only_not_final_ordering,74.53368272594955,86.11153147699758,35.47368736362677,100.0,54.48646227604982,5,True
CHE,2019,55.4032199102169,1.11532189907696,0.3628862,81.532669221585,18.9542598066682,,18.9542598066682,3.085606846,44.412537,4.392,1.0,1.0,recovered,recovered,1.6494367,1.2001317,2.0556232,1.767121,1.9141226,2.3009699,1.8145675166666668,6.0,94.81236954168055,contextual_or_sensitivity_only_not_final_ordering,2019,COVID shock,2019,single_pre_shock_cross_section,5,True,0.7629563294248749,94.98019337318084,8.0,2012.0,2019.0,True,diagnostic_or_sensitivity_only_not_final_ordering,94.28572915805499,91.00332929782083,68.37586413849523,66.20312909766103,15.912588479882487,5,True
COL,2019,-181.414112402675,3.18685539245534,3.52302,16.6736545604948,72.7038785770822,,72.7038785770822,0.322012015,23.88907623,10.882,0.0,1.0,no_negative_growth_in_shock_window,recovered,0.0805217999999999,-0.9052968,-0.0738128,0.2323351,-0.452757099999999,-0.272275,-0.2318807999999999,6.0,46.36428312922891,contextual_or_sensitivity_only_not_final_ordering,2019,COVID shock,2019,single_pre_shock_cross_section,5,True,1.254940700861071,88.45921076304654,8.0,2012.0,2019.0,True,diagnostic_or_sensitivity_only_not_final_ordering,63.43060931281159,66.4497578692494,0.0,18.719415035542358,85.55347454172669,5,True
CZE,2019,41.0173002215024,3.56577658128261,2.847876,53.0856036804544,29.6,29.6,,1.895475121,24.212393,2.014,5.0,2.0,recovered,recovered,0.8885219999999999,1.0363667,0.971418,1.1215213,1.116394,0.6034081,0.9562716833333332,6.0,74.49287729644655,contextual_or_sensitivity_only_not_final_ordering,2019,COVID shock,2019,single_pre_shock_cross_section,5,True,2.1257349119037903,76.91731179857582,8.0,2012.0,2019.0,True,diagnostic_or_sensitivity_only_not_final_ordering,88.17451205510908,100.0,38.93005528739562,19.467450721639157,20.143056681479017,5,True
DEU,2019,69.9240006475155,0.977734697038801,1.445667,81.8901407115718,58.7,58.7,,3.110452381,29.900126,3.136,2.0,2.0,recovered,recovered,1.5336755,0.7271723,1.8881241,1.6651379,1.7076622,1.8768449,1.56643615,6.0,88.93805070547978,contextual_or_sensitivity_only_not_final_ordering,2019,COVID shock,2019,single_pre_shock_cross_section,5,True,0.8773730747187579,93.46366226022792,8.0,2012.0,2019.0,True,diagnostic_or_sensitivity_only_not_final_ordering,71.46957520091848,95.75514527845036,68.99058338263042,32.62676583229808,11.642461682241063,5,True
DNK,2019,43.7676171746969,1.71140093932735,0.7581316,90.2642407043586,38.3,38.3,,2.906057211,40.353836,4.723,7.0,1.0,recovered,recovered,1.7878967,0.8984987,1.9444854,1.9335346,2.0201937,2.1562325,1.7901402666666666,6.0,94.23407322743688,contextual_or_sensitivity_only_not_final_ordering,2019,COVID shock,2019,single_pre_shock_cross_section,5,True,1.0000614903627427,91.83749470018154,8.0,2012.0,2019.0,True,diagnostic_or_sensitivity_only_not_final_ordering,83.18025258323765,89.7510593220339,63.933511985001715,56.81279284261066,19.33427082234978,5,True
ESP,2019,82.914057950379,1.96117850841711,0.699519,60.88589554129,97.7,97.7,111.293101240882,1.242073526,38.596992,14.104,8.0,2.0,recovered,recovered,1.0931769999999998,0.267048,1.118598,0.9446573,1.0955949,0.8202611,0.8898893833333332,6.0,72.92132751409203,contextual_or_sensitivity_only_not_final_ordering,2019,COVID shock,2019,single_pre_shock_cross_section,5,True,2.363745264000017,73.76261531396864,8.0,2012.0,2019.0,True,diagnostic_or_sensitivity_only_not_final_ordering,49.08151549942594,54.259987893462466,22.76382925945436,52.74810418787415,7.822474809952926,5,True
EST,2019,5.11766701243268,3.72665098841128,2.277259,50.1238018913469,9.0,9.0,,1.59092791,41.368298,4.419,8.0,1.0,recovered,recovered,1.4094654,0.8235861999999999,1.1953645,1.5431575,1.5061563,1.52358,1.3335516499999998,6.0,83.42468968471456,contextual_or_sensitivity_only_not_final_ordering,2019,COVID shock,2019,single_pre_shock_cross_section,5,True,1.2235135541417608,88.87576033075845,8.0,2012.0,2019.0,True,diagnostic_or_sensitivity_only_not_final_ordering,100.0,90.9011803874092,31.395058301039747,59.15988352457292,30.70006381249264,5,True
FIN,2019,44.4037103012629,1.34973843826122,1.024094,74.1339124753356,65.3,65.3,,2.815343077,45.93438,6.646,8.0,1.0,recovered,recovered,1.8337714,0.9978349,2.1491065,1.9937531,2.1086885,2.1845876,1.877957,6.0,96.31306669643516,contextual_or_sensitivity_only_not_final_ordering,2019,COVID shock,2019,single_pre_shock_cross_section,5,True,1.696224084248481,82.61024190086445,8.0,2012.0,2019.0,True,diagnostic_or_sensitivity_only_not_final_ordering,67.68082663605051,82.47578692493947,61.68909567901926,69.72411216524709,19.147214881303295,5,True
FRA,2019,49.7065206256462,2.02744646419237,1.108255,83.8136209431661,98.2,98.2,,2.196680397,37.904724,8.443,2.0,2.0,recovered,recovered,1.1253167,0.2040672,1.4821333,1.4571643,1.1849149,1.3620502,1.1359411,6.0,78.74641223962064,contextual_or_sensitivity_only_not_final_ordering,2019,COVID shock,2019,single_pre_shock_cross_section,5,True,0.6596235219271459,96.34981297874272,8.0,2012.0,2019.0,True,diagnostic_or_sensitivity_only_not_final_ordering,48.79448909299655,75.67720944309927,46.38236732624888,51.146451516585664,17.587817154788816,5,True
GBR,2019,36.5356011003548,1.25629901204221,1.7,72.2440500772887,158.972569875821,,158.972569875821,2.648127953,47.59808349609375,3.87,5.0,2.0,recovered,recovered,1.3077601,0.5681497,1.3966716,1.7134916999999998,1.4384751999999998,1.7674284999999998,1.3653294666666664,6.0,84.17700499867931,contextual_or_sensitivity_only_not_final_ordering,2019,COVID shock,2019,single_pre_shock_cross_section,5,True,0.7039492341651006,95.7623000099024,8.0,2012.0,2019.0,True,diagnostic_or_sensitivity_only_not_final_ordering,13.907824411124567,92.97820823244551,57.55191953717922,73.57330806734069,21.460990190868166,5,True
GRC,2019,87.4989989849166,2.27718067971047,0.2529927,38.1859545712668,183.2,183.2,,1.262363466,31.890486,17.311,20.0,2.0,not_recovered_by_available_data,recovered,0.7342913,0.2789347,0.4589741,0.4186735,0.3838302,0.3040548,0.4297931,6.0,62.028902666886864,contextual_or_sensitivity_only_not_final_ordering,2019,COVID shock,2019,single_pre_shock_cross_section,5,True,3.476559033522939,59.01288003641606,8.0,2012.0,2019.0,True,diagnostic_or_sensitivity_only_not_final_ordering,0.0,42.126967312348675,23.265835619162388,37.23172433222257,6.474180945360969,5,True
HRV,2019,57.7962682102159,,0.7666667,41.5346903772132,70.9,70.9,,1.077241464,25.18015098571777,6.546,,,,,0.4375103999999999,0.7476170999999999,0.4191078,0.3847799999999999,0.3100199999999999,0.0249751,0.3873350666666665,6.0,61.02374145607914,contextual_or_sensitivity_only_not_final_ordering,2019,COVID shock,2019,single_pre_shock_cross_section,5,True,,,,,,,,64.46613088404133,82.85411622276028,18.685613976028826,21.706485550615255,15.208864633434748,5,True
HUN,2019,69.8126666218606,5.07718494960504,3.338586,44.8606645881399,65.0,65.0,84.5853805934757,1.464730987,25.981535,3.409,5.0,1.0,recovered,recovered,0.1344536,0.7326155999999999,0.5238239,0.4598348,0.3081108999999999,0.084756,0.3739324666666666,6.0,60.70644523234202,contextual_or_sensitivity_only_not_final_ordering,2019,COVID shock,2019,single_pre_shock_cross_section,5,True,2.21043566589442,75.79464982818477,8.0,2012.0,2019.0,True,diagnostic_or_sensitivity_only_not_final_ordering,67.85304247990815,94.72230629539952,28.27273965832401,23.560592409812877,11.675201685346897,5,True
IRL,2019,75.4138160503161,4.97288007697758,0.937843,111.771960975135,55.8,55.8,,1.137083843,47.306835,4.389,6.0,0.0,recovered,no_negative_growth_in_shock_window,1.4455034,0.9409046,1.3035565,1.5832688,1.5409912,1.5189367,1.3888602,6.0,84.73407697191077,contextual_or_sensitivity_only_not_final_ordering,2019,COVID shock,2019,single_pre_shock_cross_section,5,True,7.928865752794772,0.0,8.0,2012.0,2019.0,True,diagnostic_or_sensitivity_only_not_final_ordering,73.13432835820896,91.01467917675545,20.166212481399363,72.89946653230325,10.028071361933492,5,True
ITA,2019,82.2279640302359,0.429162533780334,0.6112469,68.0353556672958,133.9,133.9,,1.455581412,19.695461,9.883,15.0,2.0,recovered,recovered,0.8941526999999999,0.3223325999999999,0.4586097999999999,0.7011105,0.529631,0.2828801999999999,0.5314528,6.0,64.43561770100328,contextual_or_sensitivity_only_not_final_ordering,2019,COVID shock,2019,single_pre_shock_cross_section,5,True,1.6398690868754475,83.35719643682043,8.0,2012.0,2019.0,True,diagnostic_or_sensitivity_only_not_final_ordering,28.300803673937995,70.22926755447942,28.046364181677674,9.016937042213849,8.024234487142774,5,True
