Country,Year,Value
JPN,2025,2.499
KOR,2002,3.267
KOR,2003,3.563
KOR,2004,3.66
KOR,2005,3.741
KOR,2006,3.479
KOR,2007,3.245
KOR,2008,3.162
KOR,2009,3.637
KOR,2010,3.701
KOR,2011,3.397
KOR,2012,3.203
KOR,2013,3.096
KOR,2014,3.497
KOR,2015,3.592
KOR,2016,3.681
KOR,2017,3.686
KOR,2018,3.847
KOR,2019,3.772
KOR,2020,3.954
KOR,2021,3.663
KOR,2022,2.879
KOR,2023,2.692
KOR,2024,2.799
KOR,2025,2.804
LTU,2002,13.737
LTU,2003,12.441
LTU,2004,10.883
LTU,2005,8.325
LTU,2006,5.78
LTU,2007,4.25
LTU,2008,5.826
LTU,2009,13.779
LTU,2010,17.809
LTU,2011,15.385
LTU,2012,13.36
LTU,2013,11.764
LTU,2014,10.691
LTU,2015,9.115
LTU,2016,7.856
LTU,2017,7.066
LTU,2018,6.14
LTU,2019,6.251
LTU,2020,8.48
LTU,2021,7.104
LTU,2022,5.948
LTU,2023,6.832
LTU,2024,7.089
LTU,2025,6.86
LUX,2002,2.621
LUX,2003,3.675
LUX,2004,5.113
LUX,2005,4.488
LUX,2006,4.731
LUX,2007,4.065
LUX,2008,5.06
LUX,2009,5.082
LUX,2010,4.323
LUX,2011,4.862
LUX,2012,5.101
LUX,2013,5.808
LUX,2014,5.816
LUX,2015,6.639
LUX,2016,6.268
LUX,2017,5.486
LUX,2018,5.563
LUX,2019,5.568
LUX,2020,6.74
LUX,2021,5.214
LUX,2022,4.551
LUX,2023,5.15
LUX,2024,6.39
LUX,2025,6.44
LVA,2002,12.481
LVA,2003,11.641
LVA,2004,11.746
LVA,2005,10.033
LVA,2006,7.03
LVA,2007,6.052
LVA,2008,7.739
LVA,2009,17.509
LVA,2010,19.475
LVA,2011,16.199
LVA,2012,15.039
LVA,2013,11.858
LVA,2014,10.835
LVA,2015,9.863
LVA,2016,9.634
LVA,2017,8.705
LVA,2018,7.404
LVA,2019,6.303
LVA,2020,8.089
LVA,2021,7.502
LVA,2022,6.805
LVA,2023,6.452
LVA,2024,6.871
LVA,2025,6.877
MEX,2002,2.864
MEX,2003,2.964
MEX,2004,3.66
MEX,2005,3.558
MEX,2006,3.566
MEX,2007,3.645
MEX,2008,3.904
MEX,2009,5.379
MEX,2010,5.329
MEX,2011,5.194
MEX,2012,4.923
MEX,2013,4.943
MEX,2014,4.831
MEX,2015,4.335
MEX,2016,3.884
MEX,2017,3.438
MEX,2018,3.3
MEX,2019,3.505
MEX,2020,4.368
MEX,2021,4.11
MEX,2022,3.274
MEX,2023,2.788
MEX,2024,2.695
MEX,2025,2.64
MKD,2006,36.025
MKD,2007,34.935
MKD,2008,33.761
MKD,2009,32.175
MKD,2010,32.017
MKD,2011,31.374
MKD,2012,31.012
MKD,2013,28.993
MKD,2014,28.025
MKD,2015,26.063
MKD,2016,23.719
MKD,2017,22.374
MKD,2018,20.73
MKD,2019,17.251
MKD,2020,16.392
MKD,2021,15.455
MKD,2022,14.387
MKD,2023,13.109
MKD,2024,12.31
MKD,2025,11.515
MLT,2002,6.9
MLT,2003,7.565
MLT,2004,7.198
MLT,2005,6.923
MLT,2006,6.798
MLT,2007,6.472
MLT,2008,5.977
MLT,2009,6.836
MLT,2010,6.802
MLT,2011,6.326
MLT,2012,6.143
MLT,2013,6.035
MLT,2014,5.677
MLT,2015,5.328
MLT,2016,4.648
MLT,2017,3.957
MLT,2018,3.915
MLT,2019,4.028
MLT,2020,4.816
MLT,2021,3.704
MLT,2022,3.415
MLT,2023,3.436
MLT,2024,3.162
MLT,2025,3.025
NLD,2002,3.066
NLD,2003,4.829
NLD,2004,5.658
NLD,2005,5.875
NLD,2006,5.006
NLD,2007,4.155
NLD,2008,3.657
NLD,2009,4.35
NLD,2010,4.988
NLD,2011,4.976
NLD,2012,5.82
NLD,2013,8.187
NLD,2014,8.318
NLD,2015,7.866
NLD,2016,6.988
NLD,2017,5.855
NLD,2018,4.869
NLD,2019,4.422
NLD,2020,4.837
NLD,2021,4.21
NLD,2022,3.524
NLD,2023,3.535
NLD,2024,3.626
NLD,2025,3.846
NOR,2002,3.762
NOR,2003,4.045
NOR,2004,4.184
NOR,2005,4.381
NOR,2006,3.399
NOR,2007,2.493
NOR,2008,2.55
NOR,2009,3.099
NOR,2010,3.517
NOR,2011,3.211
NOR,2012,3.119
NOR,2013,3.419
NOR,2014,3.479
NOR,2015,4.293
NOR,2016,4.676
NOR,2017,4.158
NOR,2018,3.796
NOR,2019,3.684
NOR,2020,4.418
NOR,2021,4.365
NOR,2022,3.229
NOR,2023,3.57
NOR,2024,3.979
NOR,2025,4.452
NZL,2002,5.282
NZL,2003,4.745
NZL,2004,4.005
NZL,2005,3.807
NZL,2006,3.857
NZL,2007,3.661
NZL,2008,4.167
NZL,2009,6.118
NZL,2010,6.551
NZL,2011,6.488
NZL,2012,6.928
NZL,2013,5.836
NZL,2014,5.425
NZL,2015,5.413
NZL,2016,5.145
NZL,2017,4.735
NZL,2018,4.335
NZL,2019,4.111
NZL,2020,4.599
NZL,2021,3.793
NZL,2022,3.318
NZL,2023,3.769
NZL,2024,4.756
NZL,2025,5.264
OECD,2002,7.163
OECD,2003,7.261
OECD,2004,7.156
OECD,2005,6.854
OECD,2006,6.171
OECD,2007,5.871
OECD,2008,6.201
OECD,2009,8.359
OECD,2010,8.521
OECD,2011,8.146
OECD,2012,8.114
OECD,2013,8.041
OECD,2014,7.468
OECD,2015,6.886
OECD,2016,6.477
OECD,2017,5.947
OECD,2018,5.508
OECD,2019,5.426
OECD,2020,7.143
OECD,2021,6.157
OECD,2022,4.994
OECD,2023,4.821
OECD,2024,4.885
OECD,2025,4.953
OECD_REP,2002,7.763
OECD_REP,2003,7.859
OECD_REP,2004,7.915
OECD_REP,2005,7.503
OECD_REP,2006,6.653
OECD_REP,2007,6.032
OECD_REP,2008,6.129
OECD_REP,2009,8.621
OECD_REP,2010,9.212
OECD_REP,2011,8.919
OECD_REP,2012,9.157
OECD_REP,2013,9.151
OECD_REP,2014,8.655
OECD_REP,2015,8.085
OECD_REP,2016,7.551
OECD_REP,2017,6.846
OECD_REP,2018,6.245
OECD_REP,2019,6.03
OECD_REP,2020,7.31
OECD_REP,2021,6.747
OECD_REP,2022,5.578
OECD_REP,2023,5.475
OECD_REP,2024,5.596
OECD_REP,2025,5.681
PER,2004,5.19
PER,2005,5.264
PER,2006,4.589
PER,2007,4.548
PER,2008,4.495
PER,2009,4.386
PER,2010,3.986
PER,2011,3.871
PER,2012,3.599
PER,2013,3.941
PER,2014,3.518
PER,2015,3.43
PER,2016,4.089
PER,2017,3.992
PER,2018,3.854
PER,2019,3.817
PER,2020,7.346
PER,2021,5.582
PER,2022,4.661
PER,2023,5.379
PER,2024,5.573
POL,2002,19.932
POL,2003,19.644
POL,2004,18.972
POL,2005,17.747
POL,2006,13.841
POL,2007,9.604
POL,2008,7.117
POL,2009,8.166
POL,2010,9.636
POL,2011,9.631
POL,2012,10.088
POL,2013,10.326
POL,2014,8.99
POL,2015,7.501
POL,2016,6.16
POL,2017,4.887
POL,2018,3.845
POL,2019,3.236
POL,2020,3.154
POL,2021,3.372
POL,2022,2.875
POL,2023,2.818
POL,2024,2.884
POL,2025,3.134
PRT,2002,5.0
PRT,2003,6.263
PRT,2004,6.622
PRT,2005,7.584
PRT,2006,7.648
PRT,2007,7.961
PRT,2008,7.549
PRT,2009,9.429
PRT,2010,10.768
PRT,2011,13.483
PRT,2012,16.5
PRT,2013,17.15
PRT,2014,14.524
PRT,2015,12.903
PRT,2016,11.449
PRT,2017,9.168
PRT,2018,7.172
PRT,2019,6.6
PRT,2020,7.034
PRT,2021,6.709
PRT,2022,6.136
PRT,2023,6.498
PRT,2024,6.423
PRT,2025,6.003
ROU,2002,8.44
ROU,2003,7.025
ROU,2004,8.074
ROU,2005,7.174
ROU,2006,7.269
ROU,2007,6.413
ROU,2008,5.787
ROU,2009,6.858
ROU,2010,6.958
ROU,2011,7.176
ROU,2012,6.793
ROU,2013,7.095
ROU,2014,6.801
ROU,2015,6.811
ROU,2016,5.9
ROU,2017,4.926
ROU,2018,4.186
ROU,2019,3.911
ROU,2020,5.034
ROU,2021,5.589
ROU,2022,5.613
ROU,2023,5.587
ROU,2024,5.429
ROU,2025,6.104
RUS,2002,7.875
RUS,2003,8.21
RUS,2004,7.763
RUS,2005,7.124
RUS,2006,7.055
RUS,2007,6.002
RUS,2008,6.205
RUS,2009,8.301
RUS,2010,7.345
RUS,2011,6.496
RUS,2012,5.458
RUS,2013,5.478
RUS,2014,5.156
RUS,2015,5.567
RUS,2016,5.537
RUS,2017,5.203
RUS,2018,4.802
RUS,2019,4.595
RUS,2020,5.771
RUS,2021,4.819
RUS,2022,3.938
SVK,2002,18.633
SVK,2003,17.516
SVK,2004,18.137
SVK,2005,16.172
SVK,2006,13.302
SVK,2007,11.017
SVK,2008,9.567
SVK,2009,12.049
SVK,2010,14.37
SVK,2011,13.604
SVK,2012,13.944
SVK,2013,14.212
SVK,2014,13.177
SVK,2015,11.47
SVK,2016,9.641
SVK,2017,8.129
SVK,2018,6.531
SVK,2019,5.752
SVK,2020,6.685
SVK,2021,6.824
SVK,2022,6.143
SVK,2023,5.838
SVK,2024,5.331
SVK,2025,5.414
SVN,2002,6.312
SVN,2003,6.675
SVN,2004,6.29
SVN,2005,6.506
SVN,2006,5.95
SVN,2007,4.818
SVN,2008,4.371
SVN,2009,5.848
SVN,2010,7.229
SVN,2011,8.157
SVN,2012,8.834
SVN,2013,10.094
SVN,2014,9.661
SVN,2015,8.955
SVN,2016,7.991
SVN,2017,6.559
SVN,2018,5.102
SVN,2019,4.437
SVN,2020,4.961
SVN,2021,4.736
SVN,2022,4.002
SVN,2023,3.642
SVN,2024,3.687
SVN,2025,3.867
SWE,2002,5.208
SWE,2003,5.762
SWE,2004,6.526
SWE,2005,7.667
SWE,2006,6.975
SWE,2007,6.146
SWE,2008,6.224
SWE,2009,8.316
SWE,2010,8.578
SWE,2011,7.783
SWE,2012,7.964
SWE,2013,8.025
SWE,2014,7.929
SWE,2015,7.389
SWE,2016,6.943
SWE,2017,6.663
SWE,2018,6.331
SWE,2019,6.769
SWE,2020,8.304
SWE,2021,8.897
SWE,2022,7.493
SWE,2023,7.696
SWE,2024,8.396
SWE,2025,8.837
THA,2009,1.881
THA,2010,0.622
THA,2011,0.772
THA,2012,0.665
THA,2013,0.251
THA,2014,0.569
THA,2015,0.591
THA,2016,0.688
THA,2017,0.826
THA,2018,0.77
THA,2019,0.721
THA,2020,1.1
THA,2021,1.219
THA,2022,0.947
