shock_id,baseline_year,epsilon_margin,dominating_country,dominated_country,edge_type
2007,2007,0.05,DNK,SVK,epsilon_margin_hasse_cover_relation
2007,2007,0.05,EST,GRC,epsilon_margin_hasse_cover_relation
2007,2007,0.05,EST,HUN,epsilon_margin_hasse_cover_relation
2007,2007,0.05,EST,LVA,epsilon_margin_hasse_cover_relation
2007,2007,0.05,EST,POL,epsilon_margin_hasse_cover_relation
2007,2007,0.05,FIN,BEL,epsilon_margin_hasse_cover_relation
2007,2007,0.05,FIN,DEU,epsilon_margin_hasse_cover_relation
2007,2007,0.05,FIN,GRC,epsilon_margin_hasse_cover_relation
2007,2007,0.05,FIN,HUN,epsilon_margin_hasse_cover_relation
2007,2007,0.05,FIN,PRT,epsilon_margin_hasse_cover_relation
2007,2007,0.05,FRA,GRC,epsilon_margin_hasse_cover_relation
2007,2007,0.05,GBR,GRC,epsilon_margin_hasse_cover_relation
2007,2007,0.05,GBR,ITA,epsilon_margin_hasse_cover_relation
2007,2007,0.05,LTU,GRC,epsilon_margin_hasse_cover_relation
2007,2007,0.05,LTU,SVK,epsilon_margin_hasse_cover_relation
2007,2007,0.05,LVA,SVK,epsilon_margin_hasse_cover_relation
2007,2007,0.05,NLD,GRC,epsilon_margin_hasse_cover_relation
2007,2007,0.05,NLD,HUN,epsilon_margin_hasse_cover_relation
2007,2007,0.05,NLD,ITA,epsilon_margin_hasse_cover_relation
2007,2007,0.05,NLD,PRT,epsilon_margin_hasse_cover_relation
2007,2007,0.05,SVN,HUN,epsilon_margin_hasse_cover_relation
2007,2007,0.05,SVN,ITA,epsilon_margin_hasse_cover_relation
2007,2007,0.05,SVN,PRT,epsilon_margin_hasse_cover_relation
2007,2007,0.05,SVN,SVK,epsilon_margin_hasse_cover_relation
2007,2007,0.05,SWE,DEU,epsilon_margin_hasse_cover_relation
2007,2007,0.05,SWE,FRA,epsilon_margin_hasse_cover_relation
2007,2007,0.05,SWE,HUN,epsilon_margin_hasse_cover_relation
2007,2007,0.05,SWE,PRT,epsilon_margin_hasse_cover_relation
2007,2007,0.05,USA,AUT,epsilon_margin_hasse_cover_relation
2007,2007,0.05,USA,BEL,epsilon_margin_hasse_cover_relation
2007,2007,0.05,USA,DEU,epsilon_margin_hasse_cover_relation
2007,2007,0.05,USA,FRA,epsilon_margin_hasse_cover_relation
2007,2007,0.05,USA,HUN,epsilon_margin_hasse_cover_relation
2007,2007,0.1,AUT,GRC,epsilon_margin_hasse_cover_relation
2007,2007,0.1,AUT,ITA,epsilon_margin_hasse_cover_relation
2007,2007,0.1,AUT,PRT,epsilon_margin_hasse_cover_relation
2007,2007,0.1,CAN,BEL,epsilon_margin_hasse_cover_relation
2007,2007,0.1,CAN,GRC,epsilon_margin_hasse_cover_relation
2007,2007,0.1,CAN,HUN,epsilon_margin_hasse_cover_relation
2007,2007,0.1,CAN,POL,epsilon_margin_hasse_cover_relation
2007,2007,0.1,CAN,PRT,epsilon_margin_hasse_cover_relation
2007,2007,0.1,CZE,ITA,epsilon_margin_hasse_cover_relation
2007,2007,0.1,CZE,PRT,epsilon_margin_hasse_cover_relation
2007,2007,0.1,DNK,AUT,epsilon_margin_hasse_cover_relation
2007,2007,0.1,DNK,DEU,epsilon_margin_hasse_cover_relation
2007,2007,0.1,DNK,ESP,epsilon_margin_hasse_cover_relation
2007,2007,0.1,DNK,FRA,epsilon_margin_hasse_cover_relation
2007,2007,0.1,DNK,NLD,epsilon_margin_hasse_cover_relation
2007,2007,0.1,DNK,POL,epsilon_margin_hasse_cover_relation
2007,2007,0.1,DNK,SVK,epsilon_margin_hasse_cover_relation
2007,2007,0.1,EST,GRC,epsilon_margin_hasse_cover_relation
2007,2007,0.1,EST,HUN,epsilon_margin_hasse_cover_relation
2007,2007,0.1,EST,LVA,epsilon_margin_hasse_cover_relation
2007,2007,0.1,EST,POL,epsilon_margin_hasse_cover_relation
2007,2007,0.1,FIN,BEL,epsilon_margin_hasse_cover_relation
2007,2007,0.1,FIN,DEU,epsilon_margin_hasse_cover_relation
2007,2007,0.1,FIN,GRC,epsilon_margin_hasse_cover_relation
2007,2007,0.1,FIN,HUN,epsilon_margin_hasse_cover_relation
2007,2007,0.1,FIN,PRT,epsilon_margin_hasse_cover_relation
2007,2007,0.1,FRA,GRC,epsilon_margin_hasse_cover_relation
2007,2007,0.1,GBR,GRC,epsilon_margin_hasse_cover_relation
2007,2007,0.1,GBR,ITA,epsilon_margin_hasse_cover_relation
2007,2007,0.1,LTU,GRC,epsilon_margin_hasse_cover_relation
2007,2007,0.1,LTU,SVK,epsilon_margin_hasse_cover_relation
2007,2007,0.1,LVA,SVK,epsilon_margin_hasse_cover_relation
2007,2007,0.1,NLD,GRC,epsilon_margin_hasse_cover_relation
2007,2007,0.1,NLD,HUN,epsilon_margin_hasse_cover_relation
2007,2007,0.1,NLD,ITA,epsilon_margin_hasse_cover_relation
2007,2007,0.1,NLD,PRT,epsilon_margin_hasse_cover_relation
2007,2007,0.1,SVN,HUN,epsilon_margin_hasse_cover_relation
2007,2007,0.1,SVN,ITA,epsilon_margin_hasse_cover_relation
2007,2007,0.1,SVN,PRT,epsilon_margin_hasse_cover_relation
2007,2007,0.1,SVN,SVK,epsilon_margin_hasse_cover_relation
2007,2007,0.1,SWE,DEU,epsilon_margin_hasse_cover_relation
2007,2007,0.1,SWE,FRA,epsilon_margin_hasse_cover_relation
2007,2007,0.1,SWE,HUN,epsilon_margin_hasse_cover_relation
2007,2007,0.1,SWE,PRT,epsilon_margin_hasse_cover_relation
2007,2007,0.1,USA,AUT,epsilon_margin_hasse_cover_relation
2007,2007,0.1,USA,BEL,epsilon_margin_hasse_cover_relation
2007,2007,0.1,USA,DEU,epsilon_margin_hasse_cover_relation
2007,2007,0.1,USA,FRA,epsilon_margin_hasse_cover_relation
2007,2007,0.1,USA,HUN,epsilon_margin_hasse_cover_relation
2007,2007,0.15,AUT,GRC,epsilon_margin_hasse_cover_relation
2007,2007,0.15,AUT,ITA,epsilon_margin_hasse_cover_relation
2007,2007,0.15,AUT,PRT,epsilon_margin_hasse_cover_relation
2007,2007,0.15,CAN,BEL,epsilon_margin_hasse_cover_relation
2007,2007,0.15,CAN,GRC,epsilon_margin_hasse_cover_relation
2007,2007,0.15,CAN,HUN,epsilon_margin_hasse_cover_relation
2007,2007,0.15,CAN,POL,epsilon_margin_hasse_cover_relation
2007,2007,0.15,CAN,PRT,epsilon_margin_hasse_cover_relation
2007,2007,0.15,CZE,ITA,epsilon_margin_hasse_cover_relation
2007,2007,0.15,CZE,PRT,epsilon_margin_hasse_cover_relation
2007,2007,0.15,DNK,AUT,epsilon_margin_hasse_cover_relation
2007,2007,0.15,DNK,DEU,epsilon_margin_hasse_cover_relation
2007,2007,0.15,DNK,ESP,epsilon_margin_hasse_cover_relation
2007,2007,0.15,DNK,FRA,epsilon_margin_hasse_cover_relation
2007,2007,0.15,DNK,NLD,epsilon_margin_hasse_cover_relation
2007,2007,0.15,DNK,POL,epsilon_margin_hasse_cover_relation
2007,2007,0.15,DNK,SVK,epsilon_margin_hasse_cover_relation
2007,2007,0.15,EST,GRC,epsilon_margin_hasse_cover_relation
2007,2007,0.15,EST,HUN,epsilon_margin_hasse_cover_relation
2007,2007,0.15,EST,LVA,epsilon_margin_hasse_cover_relation
2007,2007,0.15,EST,POL,epsilon_margin_hasse_cover_relation
2007,2007,0.15,FIN,BEL,epsilon_margin_hasse_cover_relation
2007,2007,0.15,FIN,DEU,epsilon_margin_hasse_cover_relation
2007,2007,0.15,FIN,GRC,epsilon_margin_hasse_cover_relation
2007,2007,0.15,FIN,HUN,epsilon_margin_hasse_cover_relation
2007,2007,0.15,FIN,PRT,epsilon_margin_hasse_cover_relation
2007,2007,0.15,FRA,GRC,epsilon_margin_hasse_cover_relation
2007,2007,0.15,GBR,GRC,epsilon_margin_hasse_cover_relation
2007,2007,0.15,GBR,ITA,epsilon_margin_hasse_cover_relation
2007,2007,0.15,LTU,GRC,epsilon_margin_hasse_cover_relation
2007,2007,0.15,LTU,SVK,epsilon_margin_hasse_cover_relation
2007,2007,0.15,LVA,SVK,epsilon_margin_hasse_cover_relation
2007,2007,0.15,NLD,GRC,epsilon_margin_hasse_cover_relation
2007,2007,0.15,NLD,HUN,epsilon_margin_hasse_cover_relation
2007,2007,0.15,NLD,ITA,epsilon_margin_hasse_cover_relation
2007,2007,0.15,NLD,PRT,epsilon_margin_hasse_cover_relation
2007,2007,0.15,SVN,HUN,epsilon_margin_hasse_cover_relation
2007,2007,0.15,SVN,ITA,epsilon_margin_hasse_cover_relation
2007,2007,0.15,SVN,PRT,epsilon_margin_hasse_cover_relation
2007,2007,0.15,SVN,SVK,epsilon_margin_hasse_cover_relation
2007,2007,0.15,SWE,DEU,epsilon_margin_hasse_cover_relation
2007,2007,0.15,SWE,FRA,epsilon_margin_hasse_cover_relation
2007,2007,0.15,SWE,HUN,epsilon_margin_hasse_cover_relation
2007,2007,0.15,SWE,PRT,epsilon_margin_hasse_cover_relation
2007,2007,0.15,USA,AUT,epsilon_margin_hasse_cover_relation
2007,2007,0.15,USA,BEL,epsilon_margin_hasse_cover_relation
2007,2007,0.15,USA,DEU,epsilon_margin_hasse_cover_relation
2007,2007,0.15,USA,FRA,epsilon_margin_hasse_cover_relation
2007,2007,0.15,USA,HUN,epsilon_margin_hasse_cover_relation
2007,2007,0.2,AUT,GRC,epsilon_margin_hasse_cover_relation
2007,2007,0.2,AUT,ITA,epsilon_margin_hasse_cover_relation
2007,2007,0.2,AUT,PRT,epsilon_margin_hasse_cover_relation
2007,2007,0.2,CAN,BEL,epsilon_margin_hasse_cover_relation
2007,2007,0.2,CAN,GRC,epsilon_margin_hasse_cover_relation
2007,2007,0.2,CAN,HUN,epsilon_margin_hasse_cover_relation
2007,2007,0.2,CAN,POL,epsilon_margin_hasse_cover_relation
2007,2007,0.2,CAN,PRT,epsilon_margin_hasse_cover_relation
2007,2007,0.2,CZE,ITA,epsilon_margin_hasse_cover_relation
2007,2007,0.2,CZE,PRT,epsilon_margin_hasse_cover_relation
2007,2007,0.2,DNK,AUT,epsilon_margin_hasse_cover_relation
2007,2007,0.2,DNK,DEU,epsilon_margin_hasse_cover_relation
2007,2007,0.2,DNK,ESP,epsilon_margin_hasse_cover_relation
2007,2007,0.2,DNK,FRA,epsilon_margin_hasse_cover_relation
2007,2007,0.2,DNK,NLD,epsilon_margin_hasse_cover_relation
2007,2007,0.2,DNK,POL,epsilon_margin_hasse_cover_relation
2007,2007,0.2,DNK,SVK,epsilon_margin_hasse_cover_relation
2007,2007,0.2,EST,GRC,epsilon_margin_hasse_cover_relation
2007,2007,0.2,EST,HUN,epsilon_margin_hasse_cover_relation
2007,2007,0.2,EST,LVA,epsilon_margin_hasse_cover_relation
2007,2007,0.2,EST,POL,epsilon_margin_hasse_cover_relation
2007,2007,0.2,FIN,BEL,epsilon_margin_hasse_cover_relation
2007,2007,0.2,FIN,DEU,epsilon_margin_hasse_cover_relation
2007,2007,0.2,FIN,GRC,epsilon_margin_hasse_cover_relation
2007,2007,0.2,FIN,HUN,epsilon_margin_hasse_cover_relation
2007,2007,0.2,FIN,PRT,epsilon_margin_hasse_cover_relation
2007,2007,0.2,FRA,GRC,epsilon_margin_hasse_cover_relation
2007,2007,0.2,GBR,GRC,epsilon_margin_hasse_cover_relation
2007,2007,0.2,GBR,ITA,epsilon_margin_hasse_cover_relation
2007,2007,0.2,LTU,GRC,epsilon_margin_hasse_cover_relation
2007,2007,0.2,LTU,SVK,epsilon_margin_hasse_cover_relation
2007,2007,0.2,LVA,SVK,epsilon_margin_hasse_cover_relation
2007,2007,0.2,NLD,GRC,epsilon_margin_hasse_cover_relation
2007,2007,0.2,NLD,HUN,epsilon_margin_hasse_cover_relation
2007,2007,0.2,NLD,ITA,epsilon_margin_hasse_cover_relation
2007,2007,0.2,NLD,PRT,epsilon_margin_hasse_cover_relation
2007,2007,0.2,SVN,HUN,epsilon_margin_hasse_cover_relation
2007,2007,0.2,SVN,ITA,epsilon_margin_hasse_cover_relation
2007,2007,0.2,SVN,PRT,epsilon_margin_hasse_cover_relation
2007,2007,0.2,SVN,SVK,epsilon_margin_hasse_cover_relation
2007,2007,0.2,SWE,DEU,epsilon_margin_hasse_cover_relation
2007,2007,0.2,SWE,FRA,epsilon_margin_hasse_cover_relation
2007,2007,0.2,SWE,HUN,epsilon_margin_hasse_cover_relation
2007,2007,0.2,SWE,PRT,epsilon_margin_hasse_cover_relation
2007,2007,0.2,USA,AUT,epsilon_margin_hasse_cover_relation
2007,2007,0.2,USA,BEL,epsilon_margin_hasse_cover_relation
2007,2007,0.2,USA,DEU,epsilon_margin_hasse_cover_relation
2007,2007,0.2,USA,FRA,epsilon_margin_hasse_cover_relation
2007,2007,0.2,USA,HUN,epsilon_margin_hasse_cover_relation
2019,2019,0.0,AUS,COL,epsilon_margin_hasse_cover_relation
2019,2019,0.0,AUS,ESP,epsilon_margin_hasse_cover_relation
2019,2019,0.0,AUS,GRC,epsilon_margin_hasse_cover_relation
2019,2019,0.0,AUS,HRV,epsilon_margin_hasse_cover_relation
2019,2019,0.0,AUS,ITA,epsilon_margin_hasse_cover_relation
2019,2019,0.0,AUS,PRT,epsilon_margin_hasse_cover_relation
2019,2019,0.0,AUS,ZAF,epsilon_margin_hasse_cover_relation
2019,2019,0.0,AUT,GRC,epsilon_margin_hasse_cover_relation
2019,2019,0.0,AUT,ITA,epsilon_margin_hasse_cover_relation
2019,2019,0.0,AUT,PRT,epsilon_margin_hasse_cover_relation
2019,2019,0.0,BGR,SVK,epsilon_margin_hasse_cover_relation
2019,2019,0.0,CAN,ESP,epsilon_margin_hasse_cover_relation
2019,2019,0.0,CAN,GRC,epsilon_margin_hasse_cover_relation
2019,2019,0.0,CAN,HRV,epsilon_margin_hasse_cover_relation
2019,2019,0.0,CAN,ITA,epsilon_margin_hasse_cover_relation
2019,2019,0.0,CAN,PRT,epsilon_margin_hasse_cover_relation
2019,2019,0.0,CAN,ZAF,epsilon_margin_hasse_cover_relation
2019,2019,0.0,CHE,HRV,epsilon_margin_hasse_cover_relation
2019,2019,0.0,CHE,LTU,epsilon_margin_hasse_cover_relation
2019,2019,0.0,CHE,NLD,epsilon_margin_hasse_cover_relation
2019,2019,0.0,CHE,SVK,epsilon_margin_hasse_cover_relation
2019,2019,0.0,CHE,TUR,epsilon_margin_hasse_cover_relation
2019,2019,0.0,CZE,ITA,epsilon_margin_hasse_cover_relation
2019,2019,0.0,CZE,TUR,epsilon_margin_hasse_cover_relation
2019,2019,0.0,DEU,ITA,epsilon_margin_hasse_cover_relation
2019,2019,0.0,DEU,PRT,epsilon_margin_hasse_cover_relation
2019,2019,0.0,DNK,ESP,epsilon_margin_hasse_cover_relation
2019,2019,0.0,DNK,FRA,epsilon_margin_hasse_cover_relation
2019,2019,0.0,DNK,HRV,epsilon_margin_hasse_cover_relation
2019,2019,0.0,DNK,PRT,epsilon_margin_hasse_cover_relation
2019,2019,0.0,DNK,SVK,epsilon_margin_hasse_cover_relation
2019,2019,0.0,EST,ESP,epsilon_margin_hasse_cover_relation
2019,2019,0.0,EST,GRC,epsilon_margin_hasse_cover_relation
2019,2019,0.0,EST,HRV,epsilon_margin_hasse_cover_relation
2019,2019,0.0,EST,ITA,epsilon_margin_hasse_cover_relation
2019,2019,0.0,EST,LVA,epsilon_margin_hasse_cover_relation
2019,2019,0.0,EST,PRT,epsilon_margin_hasse_cover_relation
2019,2019,0.0,EST,SVK,epsilon_margin_hasse_cover_relation
2019,2019,0.0,EST,TUR,epsilon_margin_hasse_cover_relation
2019,2019,0.0,FIN,ESP,epsilon_margin_hasse_cover_relation
2019,2019,0.0,FIN,FRA,epsilon_margin_hasse_cover_relation
2019,2019,0.0,FRA,GRC,epsilon_margin_hasse_cover_relation
2019,2019,0.0,FRA,ITA,epsilon_margin_hasse_cover_relation
2019,2019,0.0,GBR,GRC,epsilon_margin_hasse_cover_relation
2019,2019,0.0,HUN,ITA,epsilon_margin_hasse_cover_relation
2019,2019,0.0,KOR,BEL,epsilon_margin_hasse_cover_relation
2019,2019,0.0,NLD,ESP,epsilon_margin_hasse_cover_relation
2019,2019,0.0,NLD,GRC,epsilon_margin_hasse_cover_relation
2019,2019,0.0,NLD,ITA,epsilon_margin_hasse_cover_relation
2019,2019,0.0,NLD,PRT,epsilon_margin_hasse_cover_relation
2019,2019,0.0,NZL,ESP,epsilon_margin_hasse_cover_relation
2019,2019,0.0,NZL,GRC,epsilon_margin_hasse_cover_relation
2019,2019,0.0,NZL,HRV,epsilon_margin_hasse_cover_relation
2019,2019,0.0,NZL,ITA,epsilon_margin_hasse_cover_relation
2019,2019,0.0,NZL,LVA,epsilon_margin_hasse_cover_relation
2019,2019,0.0,NZL,PRT,epsilon_margin_hasse_cover_relation
2019,2019,0.0,NZL,SVK,epsilon_margin_hasse_cover_relation
2019,2019,0.0,NZL,TUR,epsilon_margin_hasse_cover_relation
2019,2019,0.0,POL,GRC,epsilon_margin_hasse_cover_relation
2019,2019,0.0,POL,HRV,epsilon_margin_hasse_cover_relation
2019,2019,0.0,POL,SVK,epsilon_margin_hasse_cover_relation
2019,2019,0.0,SVN,GRC,epsilon_margin_hasse_cover_relation
2019,2019,0.0,SVN,HRV,epsilon_margin_hasse_cover_relation
2019,2019,0.0,SVN,ITA,epsilon_margin_hasse_cover_relation
2019,2019,0.0,SVN,PRT,epsilon_margin_hasse_cover_relation
2019,2019,0.0,SWE,ESP,epsilon_margin_hasse_cover_relation
2019,2019,0.0,SWE,FRA,epsilon_margin_hasse_cover_relation
2019,2019,0.0,USA,GBR,epsilon_margin_hasse_cover_relation
2019,2019,0.0,USA,ITA,epsilon_margin_hasse_cover_relation
2019,2019,0.0,USA,PRT,epsilon_margin_hasse_cover_relation
2019,2019,0.05,AUS,COL,epsilon_margin_hasse_cover_relation
2019,2019,0.05,AUS,ESP,epsilon_margin_hasse_cover_relation
2019,2019,0.05,AUS,GRC,epsilon_margin_hasse_cover_relation
2019,2019,0.05,AUS,HRV,epsilon_margin_hasse_cover_relation
2019,2019,0.05,AUS,ITA,epsilon_margin_hasse_cover_relation
2019,2019,0.05,AUS,PRT,epsilon_margin_hasse_cover_relation
2019,2019,0.05,AUS,ZAF,epsilon_margin_hasse_cover_relation
2019,2019,0.05,AUT,GRC,epsilon_margin_hasse_cover_relation
2019,2019,0.05,AUT,ITA,epsilon_margin_hasse_cover_relation
2019,2019,0.05,AUT,PRT,epsilon_margin_hasse_cover_relation
2019,2019,0.05,BGR,SVK,epsilon_margin_hasse_cover_relation
2019,2019,0.05,CAN,ESP,epsilon_margin_hasse_cover_relation
2019,2019,0.05,CAN,GRC,epsilon_margin_hasse_cover_relation
2019,2019,0.05,CAN,HRV,epsilon_margin_hasse_cover_relation
2019,2019,0.05,CAN,ITA,epsilon_margin_hasse_cover_relation
2019,2019,0.05,CAN,PRT,epsilon_margin_hasse_cover_relation
2019,2019,0.05,CAN,ZAF,epsilon_margin_hasse_cover_relation
2019,2019,0.05,CHE,HRV,epsilon_margin_hasse_cover_relation
2019,2019,0.05,CHE,LTU,epsilon_margin_hasse_cover_relation
2019,2019,0.05,CHE,NLD,epsilon_margin_hasse_cover_relation
2019,2019,0.05,CHE,SVK,epsilon_margin_hasse_cover_relation
2019,2019,0.05,CHE,TUR,epsilon_margin_hasse_cover_relation
2019,2019,0.05,CZE,ITA,epsilon_margin_hasse_cover_relation
2019,2019,0.05,CZE,TUR,epsilon_margin_hasse_cover_relation
2019,2019,0.05,DEU,ITA,epsilon_margin_hasse_cover_relation
2019,2019,0.05,DEU,PRT,epsilon_margin_hasse_cover_relation
2019,2019,0.05,DNK,ESP,epsilon_margin_hasse_cover_relation
2019,2019,0.05,DNK,FRA,epsilon_margin_hasse_cover_relation
2019,2019,0.05,DNK,HRV,epsilon_margin_hasse_cover_relation
2019,2019,0.05,DNK,PRT,epsilon_margin_hasse_cover_relation
2019,2019,0.05,DNK,SVK,epsilon_margin_hasse_cover_relation
2019,2019,0.05,EST,ESP,epsilon_margin_hasse_cover_relation
2019,2019,0.05,EST,GRC,epsilon_margin_hasse_cover_relation
2019,2019,0.05,EST,HRV,epsilon_margin_hasse_cover_relation
2019,2019,0.05,EST,ITA,epsilon_margin_hasse_cover_relation
2019,2019,0.05,EST,LVA,epsilon_margin_hasse_cover_relation
2019,2019,0.05,EST,PRT,epsilon_margin_hasse_cover_relation
2019,2019,0.05,EST,SVK,epsilon_margin_hasse_cover_relation
2019,2019,0.05,EST,TUR,epsilon_margin_hasse_cover_relation
2019,2019,0.05,FIN,ESP,epsilon_margin_hasse_cover_relation
2019,2019,0.05,FIN,FRA,epsilon_margin_hasse_cover_relation
2019,2019,0.05,FRA,GRC,epsilon_margin_hasse_cover_relation
2019,2019,0.05,FRA,ITA,epsilon_margin_hasse_cover_relation
2019,2019,0.05,GBR,GRC,epsilon_margin_hasse_cover_relation
2019,2019,0.05,HUN,ITA,epsilon_margin_hasse_cover_relation
2019,2019,0.05,KOR,BEL,epsilon_margin_hasse_cover_relation
2019,2019,0.05,NLD,ESP,epsilon_margin_hasse_cover_relation
2019,2019,0.05,NLD,GRC,epsilon_margin_hasse_cover_relation
2019,2019,0.05,NLD,ITA,epsilon_margin_hasse_cover_relation
2019,2019,0.05,NLD,PRT,epsilon_margin_hasse_cover_relation
2019,2019,0.05,NZL,ESP,epsilon_margin_hasse_cover_relation
2019,2019,0.05,NZL,GRC,epsilon_margin_hasse_cover_relation
2019,2019,0.05,NZL,HRV,epsilon_margin_hasse_cover_relation
2019,2019,0.05,NZL,ITA,epsilon_margin_hasse_cover_relation
2019,2019,0.05,NZL,LVA,epsilon_margin_hasse_cover_relation
2019,2019,0.05,NZL,PRT,epsilon_margin_hasse_cover_relation
2019,2019,0.05,NZL,SVK,epsilon_margin_hasse_cover_relation
2019,2019,0.05,NZL,TUR,epsilon_margin_hasse_cover_relation
2019,2019,0.05,POL,GRC,epsilon_margin_hasse_cover_relation
2019,2019,0.05,POL,HRV,epsilon_margin_hasse_cover_relation
2019,2019,0.05,POL,SVK,epsilon_margin_hasse_cover_relation
2019,2019,0.05,SVN,GRC,epsilon_margin_hasse_cover_relation
2019,2019,0.05,SVN,HRV,epsilon_margin_hasse_cover_relation
2019,2019,0.05,SVN,ITA,epsilon_margin_hasse_cover_relation
2019,2019,0.05,SVN,PRT,epsilon_margin_hasse_cover_relation
2019,2019,0.05,SWE,ESP,epsilon_margin_hasse_cover_relation
2019,2019,0.05,SWE,FRA,epsilon_margin_hasse_cover_relation
2019,2019,0.05,USA,GBR,epsilon_margin_hasse_cover_relation
2019,2019,0.05,USA,ITA,epsilon_margin_hasse_cover_relation
2019,2019,0.05,USA,PRT,epsilon_margin_hasse_cover_relation
2019,2019,0.1,AUS,COL,epsilon_margin_hasse_cover_relation
2019,2019,0.1,AUS,ESP,epsilon_margin_hasse_cover_relation
2019,2019,0.1,AUS,GRC,epsilon_margin_hasse_cover_relation
2019,2019,0.1,AUS,HRV,epsilon_margin_hasse_cover_relation
