"country","year","Approval_Not_Smoothed"
"Honduras",2002,57.120258
"Honduras",2003,42.955601
"Honduras",2004,40.693329
"Honduras",2005,33.906719
"Honduras",2006,42.330791
"Honduras",2007,48.47253
"Honduras",2008,34.034519
"Honduras",2009,35.434799
"Honduras",2010,53.437679
"Honduras",2011,45.17366
"Honduras",2012,31.73844
"Honduras",2013,23.360081
"Honduras",2014,48.82431
"Honduras",2015,50.00996
"Honduras",2016,46.438992
"Honduras",2017,49.103039
"Honduras",2018,34.01622
"Honduras",2019,25.466579
"Hungary",1998,47.84856
"Hungary",1999,41.771049
"Hungary",2000,38.921181
"Hungary",2001,43.819118
"Hungary",2002,44.852859
"Hungary",2003,42.227409
"Hungary",2004,37.744911
"Hungary",2005,39.007778
"Hungary",2006,36.643261
"Hungary",2007,30.454691
"Hungary",2008,29.18256
"Hungary",2009,27.75474
"Hungary",2010,34.273811
"Hungary",2011,37.235989
"Hungary",2012,30.69631
"Hungary",2013,35.862911
"Hungary",2014,36.748718
"Hungary",2015,34.903839
"Hungary",2016,38.744732
"Hungary",2017,40.417271
"Hungary",2018,53.096142
"Iceland",1987,64.575172
"Iceland",1988,56.092701
"Iceland",1989,56.092701
"Iceland",1990,56.092701
"Iceland",1991,51.230259
"Iceland",1992,32.526058
"Iceland",1993,34.600189
"Iceland",1994,41.845428
"Iceland",1995,47.123112
"Iceland",1996,58.106041
"Iceland",1997,58.81913
"Iceland",1998,62.842129
"Iceland",1999,57.293732
"Iceland",2000,59.676079
"Iceland",2001,56.288219
"Iceland",2002,56.731091
"Iceland",2003,50.785591
"Iceland",2004,47.915279
"Iceland",2005,50.070381
"Iceland",2006,50.993259
"Iceland",2007,60.892342
"Iceland",2008,50.952991
"Iceland",2009,48.218491
"Iceland",2010,41.46785
"Iceland",2011,35.488461
"Iceland",2012,32.945431
"Iceland",2013,46.67794
"Iceland",2014,42.292419
"Iceland",2015,37.19875
"Iceland",2016,37.91951
"Iceland",2017,37.535439
"Iceland",2018,63.985931
"Ireland",1978,64.609627
"Ireland",1979,56.473259
"Ireland",1980,50.547112
"Ireland",1981,50.404758
"Ireland",1982,45.930981
"Ireland",1983,44.53389
"Ireland",1984,42.628559
"Ireland",1985,40.946419
"Ireland",1986,41.116661
"Ireland",1987,36.791759
"Ireland",1988,48.511551
"Ireland",1989,49.225422
"Ireland",1990,51.54026
"Ireland",1991,40.270538
"Ireland",1992,45.028542
"Ireland",1993,40.326439
"Ireland",1994,49.544102
"Ireland",1995,50.614052
"Ireland",1996,49.450272
"Ireland",1997,57.941292
"Ireland",1998,71.393219
"Ireland",1999,57.865429
"Ireland",2000,57.912258
"Ireland",2001,60.037022
"Ireland",2002,59.021679
"Ireland",2003,38.310211
"Ireland",2004,44.579609
"Ireland",2005,52.63448
"Ireland",2006,50.608429
"Ireland",2007,48.87225
"Ireland",2008,37.92469
"Ireland",2009,25.289169
"Ireland",2010,24.601931
"Ireland",2011,39.129822
"Ireland",2012,34.012711
"Ireland",2013,27.87875
"Ireland",2014,24.22167
"Ireland",2015,24.98554
"Ireland",2016,24.615511
"Ireland",2017,31.19924
"Ireland",2018,43.009949
"Italy",1989,NA
"Italy",1990,NA
"Italy",1991,NA
"Italy",1992,NA
"Italy",1993,NA
"Italy",1994,NA
"Italy",1995,39.223259
"Italy",1996,40.737091
"Italy",1997,25.367649
"Italy",1998,37.663212
"Italy",1999,50.529961
"Italy",2000,26.245911
"Italy",2001,35.149471
"Italy",2002,36.702129
"Italy",2003,31.77792
"Italy",2004,27.89846
"Italy",2005,30.25474
"Italy",2006,48.996731
"Italy",2007,30.58157
"Italy",2008,49.084671
"Italy",2009,47.34037
"Italy",2010,39.421082
"Italy",2011,45.058121
"Italy",2012,50.173939
"Italy",2013,49.13588
"Italy",2014,58.026131
"Italy",2015,42.107922
"Italy",2016,39.241341
"Italy",2017,41.917568
"Italy",2018,45.000832
"Japan",1960,44.090961
"Japan",1961,45.588219
"Japan",1962,43.473289
"Japan",1963,46.129581
"Japan",1964,45.970779
"Japan",1965,44.260071
"Japan",1966,42.556568
"Japan",1967,42.729809
"Japan",1968,38.507172
"Japan",1969,40.15292
"Japan",1970,44.584888
"Japan",1971,34.262871
"Japan",1972,42.773121
"Japan",1973,32.71817
"Japan",1974,25.74539
"Japan",1975,38.06686
"Japan",1976,33.873081
"Japan",1977,34.472191
"Japan",1978,33.375031
"Japan",1979,36.6954
"Japan",1980,38.456638
"Japan",1981,38.312271
"Japan",1982,33.425549
"Japan",1983,39.640419
"Japan",1984,47.017422
"Japan",1985,51.377209
"Japan",1986,48.807529
"Japan",1987,38.702061
"Japan",1988,40.961349
"Japan",1989,30.061871
"Japan",1990,49.305592
"Japan",1991,48.468281
"Japan",1992,32.63155
"Japan",1993,42.87418
"Japan",1994,47.298931
"Japan",1995,39.01244
"Japan",1996,46.295601
"Japan",1997,44.17345
"Japan",1998,31.969709
"Japan",1999,42.731918
"Japan",2000,32.533352
"Japan",2001,54.549969
"Japan",2002,50.9291
"Japan",2003,50.577641
"Japan",2004,46.144291
"Japan",2005,48.589939
"Japan",2006,50.37476
"Japan",2007,38.277611
"Japan",2008,36.03772
"Japan",2009,38.838341
"Japan",2010,41.984669
"Japan",2011,34.896729
"Japan",2012,36.328011
"Japan",2013,60.5009
"Japan",2014,51.809662
"Japan",2015,47.848431
"Japan",2016,51.306961
"Japan",2017,47.346039
"Japan",2018,44.664261
"Japan",2019,46.176659
"South Korea",1988,56.14357
"South Korea",1989,42.882542
"South Korea",1990,36.51292
"South Korea",1991,27.68708
"South Korea",1992,26.643511
"South Korea",1993,76.53215
"South Korea",1994,51.934471
"South Korea",1995,45.98233
"South Korea",1996,43.08176
"South Korea",1997,24.211571
"South Korea",1998,63.8503
"South Korea",1999,56.90897
"South Korea",2000,49.850391
"South Korea",2001,40.30558
"South Korea",2002,38.983761
"South Korea",2003,43.98616
"South Korea",2004,38.43642
"South Korea",2005,39.746059
"South Korea",2006,32.073891
"South Korea",2007,36.61237
"South Korea",2008,40.711201
"South Korea",2009,46.33794
"South Korea",2010,52.932571
"South Korea",2011,46.476089
"South Korea",2012,36.62236
"South Korea",2013,59.369751
"South Korea",2014,54.43898
"South Korea",2015,45.793308
"South Korea",2016,40.684589
"South Korea",2017,77.624153
"South Korea",2018,68.184402
"Kosovo",2007,52.48563
"Kosovo",2008,57.206451
"Kosovo",2009,48.144211
"Kosovo",2010,39.845322
"Kosovo",2011,34.870399
"Kosovo",2012,29.59392
"Kosovo",2013,33.400509
"Kosovo",2014,37.852859
"Kosovo",2015,25.16206
"Kosovo",2016,25.09412
"Kosovo",2017,40.882011
"Kosovo",2018,34.715988
"North Macedonia",2006,40.680168
"North Macedonia",2007,58.417999
"North Macedonia",2008,71.536469
"North Macedonia",2009,52.785889
"North Macedonia",2010,37.692101
"North Macedonia",2011,37.692101
"North Macedonia",2012,37.692101
"North Macedonia",2013,38.813511
"North Macedonia",2014,39.934929
"North Macedonia",2015,29.46838
"North Macedonia",2016,32.45882
"North Macedonia",2006,41.190899
"North Macedonia",2007,49.692989
"North Macedonia",2008,62.472511
"North Macedonia",2009,52.504082
"North Macedonia",2010,40.96167
"North Macedonia",2011,37.095081
"North Macedonia",2012,31.600349
"North Macedonia",2013,31.917299
"North Macedonia",2014,44.00449
"North Macedonia",2015,33.701618
"North Macedonia",2016,35.851189
"Mexico",1989,55.177589
"Mexico",1990,62.161739
"Mexico",1991,64.549004
"Mexico",1992,65.826172
"Mexico",1993,66.279732
"Mexico",1994,56.855049
"Mexico",1995,38.70443
"Mexico",1996,41.633678
"Mexico",1997,50.238289
"Mexico",1998,51.738739
"Mexico",1999,55.370411
"Mexico",2000,61.62154
"Mexico",2001,57.054211
"Mexico",2002,49.102032
"Mexico",2003,50.630772
"Mexico",2004,47.170319
"Mexico",2005,48.504791
"Mexico",2006,54.815689
"Mexico",2007,57.817661
"Mexico",2008,56.17028
"Mexico",2009,55.13644
"Mexico",2010,49.84993
"Mexico",2011,50.387341
"Mexico",2012,51.918449
"Mexico",2013,47.921188
"Mexico",2014,43.193729
"Mexico",2015,39.440529
"Mexico",2016,34.862679
"Mexico",2017,28.641729
"Mexico",2018,32.542229
"Mexico",2019,59.003288
"Montenegro",2004,27.801901
"Montenegro",2005,29.21225
"Montenegro",2006,37.427391
"Montenegro",2007,33.259232
"Montenegro",2008,34.227692
"Montenegro",2009,52.98151
"Montenegro",2010,58.999451
"Montenegro",2011,58.32946
"Montenegro",2012,44.9356
"Montenegro",2013,47.01162
"Montenegro",2014,NA
"Montenegro",2015,NA
"Montenegro",2016,NA
"Montenegro",2017,NA
"Montenegro",2018,NA
"New Zealand",1990,47.765331
"New Zealand",1991,44.071819
"New Zealand",1992,44.071819
"New Zealand",1993,40.427151
"New Zealand",1994,40.42741
"New Zealand",1995,40.42741
"New Zealand",1996,41.7127
"New Zealand",1997,37.957001
"New Zealand",1998,43.191509
"New Zealand",1999,38.926769
"New Zealand",2000,62.197418
"New Zealand",2001,62.223652
"New Zealand",2002,67.211304
"New Zealand",2003,63.03252
"New Zealand",2004,58.585201
"New Zealand",2005,58.181511
"New Zealand",2006,55.70789
"New Zealand",2007,53.703442
"New Zealand",2008,52.108158
"New Zealand",2009,71.443748
"New Zealand",2010,68.805321
"New Zealand",2011,65.289391
"New Zealand",2012,54.82254
"New Zealand",2013,51.47654
"New Zealand",2014,57.941952
"New Zealand",2015,51.14476
"New Zealand",2016,50.10741
"New Zealand",2017,56.749069
"New Zealand",2018,70.531776
"New Zealand",2019,70.333321
"Nicaragua",1989,50.96513
"Nicaragua",1990,47.92321
"Nicaragua",1991,48.431671
"Nicaragua",1992,27.84981
"Nicaragua",1993,24.1994
"Nicaragua",1994,21.360201
"Nicaragua",1995,19.465059
"Nicaragua",1996,32.965931
"Nicaragua",1997,43.349789
"Nicaragua",1998,37.56781
"Nicaragua",1999,38.360939
"Nicaragua",2000,35.129452
"Nicaragua",2001,35.737759
"Nicaragua",2002,64.886597
"Nicaragua",2003,35.790051
"Nicaragua",2004,40.799911
"Nicaragua",2005,35.511929
"Nicaragua",2006,26.93648
"Nicaragua",2007,49.000301
"Nicaragua",2008,35.902081
"Nicaragua",2009,40.75349
"Nicaragua",2010,46.097092
"Nicaragua",2011,54.021111
"Nicaragua",2012,57.50293
"Nicaragua",2013,67.917992
"Nicaragua",2014,40.492569
"Nicaragua",2015,55.292061
"Nicaragua",2016,67.299057
"Nicaragua",2017,76.53289
"Nicaragua",2018,52.305302
"Palestinian Territories",1995,60.758659
"Palestinian Territories",1996,60.758659
"Palestinian Territories",1997,50.383579
"Palestinian Territories",1998,55.579639
"Palestinian Territories",1999,44.33741
"Palestinian Territories",2000,43.350941
"Palestinian Territories",2001,54.02787
"Palestinian Territories",2002,47.4077
"Palestinian Territories",2003,47.392551
"Palestinian Territories",2004,49.683441
"Palestinian Territories",2005,54.671539
"Palestinian Territories",2006,41.464561
"Palestinian Territories",2007,44.516949
"Palestinian Territories",2008,37.620399
"Palestinian Territories",2009,38.547932
"Palestinian Territories",2010,46.786098
"Palestinian Territories",2011,50.55481
"Palestinian Territories",2012,48.437489
"Palestinian Territories",2013,46.98457
"Palestinian Territories",2014,48.431801
"Palestinian Territories",2015,41.498581
"Palestinian Territories",2016,37.80975
"Palestinian Territories",2017,35.444801
"Palestinian Territories",2018,33.963501
"Panama",1990,NA
"Panama",1991,NA
"Panama",1992,NA
"Panama",1993,NA
"Panama",1994,NA
"Panama",1995,NA
"Panama",1996,NA
"Panama",1997,NA
"Panama",1998,NA
"Panama",1999,NA
"Panama",2000,NA
"Panama",2001,NA
"Panama",2002,NA
"Panama",2003,NA
"Panama",2004,NA
"Panama",2005,NA
"Panama",2006,NA
"Panama",2007,NA
"Panama",2008,NA
"Panama",2009,NA
"Panama",2010,NA
"Panama",2011,NA
"Panama",2012,NA
"Panama",2013,NA
"Panama",2014,NA
"Panama",2015,NA
"Panama",2016,NA
"Panama",2017,NA
"Panama",2018,NA
"Panama",2019,NA
"Paraguay",1996,NA
"Paraguay",1997,NA
"Paraguay",1998,48.644451
"Paraguay",1999,53.834572
"Paraguay",2000,33.55122
"Paraguay",2001,17.299259
"Paraguay",2002,9.8855677
"Paraguay",2003,11.74959
"Paraguay",2004,53.766701
"Paraguay",2005,41.547161
"Paraguay",2006,34.211842
"Paraguay",2007,17.28706
"Paraguay",2008,59.308041
"Paraguay",2009,57.421871
"Paraguay",2010,50.15731
"Paraguay",2011,45.47496
"Paraguay",2012,51.06805
"Paraguay",2013,31.052031
"Paraguay",2014,39.958179
"Paraguay",2015,25.967661
"Paraguay",2016,28.403721
"Paraguay",2017,24.64407
"Paraguay",2018,24.11834
"Peru",1981,39.613041
"Peru",1982,27.11146
"Peru",1983,20.012819
"Peru",1984,18.76598
"Peru",1985,37.411961
"Peru",1986,55.36636
"Peru",1987,45.28751
"Peru",1988,31.40056
"Peru",1989,10.93033
"Peru",1990,21.991131
"Peru",1991,32.486691
"Peru",1992,46.785118
"Peru",1993,45.10844
"Peru",1994,44.902481
"Peru",1995,51.129238
"Peru",1996,42.391281
"Peru",1997,25.733709
"Peru",1998,39.282219
"Peru",1999,39.282219
"Peru",2000,39.282219
"Peru",2001,35.668789
"Peru",2002,13.85178
"Peru",2003,14.85561
"Peru",2004,12.4761
"Peru",2005,8.3138866
"Peru",2006,27.3864
"Peru",2007,28.96137
"Peru",2008,20.70821
"Peru",2009,23.421801
"Peru",2010,23.027571
"Peru",2011,32.771778
"Peru",2012,38.622589
"Peru",2013,32.048069
"Peru",2014,20.511221
"Peru",2015,14.08822
"Peru",2016,27.55229
"Peru",2017,29.845421
"Peru",2018,33.792061
"Peru",2019,46.2729
"Philippines",1986,64.36058
"Philippines",1987,60.239288
"Philippines",1988,65.538094
"Philippines",1989,45.174068
"Philippines",1990,42.772869
"Philippines",1991,30.212749
"Philippines",1992,46.99229
"Philippines",1993,69.365013
"Philippines",1994,62.888691
"Philippines",1995,36.100311
"Philippines",1996,41.693481
"Philippines",1997,59.061779
"Philippines",1998,50.903309
"Philippines",1999,58.17865
"Philippines",2000,36.98344
"Philippines",2001,38.959019
"Philippines",2002,40.11208
"Philippines",2003,31.636909
"Philippines",2004,36.77652
"Philippines",2005,18.37089
"Philippines",2006,21.5495
"Philippines",2007,25.478991
"Philippines",2008,14.58551
"Philippines",2009,15.24756
"Philippines",2010,46.215549
"Philippines",2011,60.976212
"Philippines",2012,62.134369
"Philippines",2013,63.407619
"Philippines",2014,52.225319
"Philippines",2015,46.449718
"Philippines",2016,54.972031
"Philippines",2017,68.960869
"Philippines",2018,65.520203
"Poland",1989,57.519951
"Poland",1990,43.828281
"Poland",1991,46.485619
"Poland",1992,40.027618
"Poland",1993,37.877419
"Poland",1994,34.253078
"Poland",1995,35.512291
"Poland",1996,48.52816
"Poland",1997,52.462849
"Poland",1998,56.939308
"Poland",1999,58.023689
"Poland",2000,59.69297
"Poland",2001,58.927292
"Poland",2002,58.24762
"Poland",2003,58.378948
"Poland",2004,52.343552
"Poland",2005,48.24575
"Poland",2006,38.138229
"Poland",2007,38.235439
"Poland",2008,34.596802
"Poland",2009,33.338139
"Poland",2010,41.16629
"Poland",2011,48.262001
"Poland",2012,50.464642
"Poland",2013,52.016109
"Poland",2014,53.291851
"Poland",2015,46.482899
"Poland",2016,44.309689
"Poland",2017,47.845009
"Poland",2018,47.915192
"Poland",2019,46.848289
"Poland",1992,37.768459
"Poland",1993,48.623341
"Poland",1994,45.141842
"Poland",1995,42.710892
"Poland",1996,47.612289
"Poland",1997,48.21944
"Poland",1998,46.582741
"Poland",1999,40.066002
"Poland",2000,35.384769
"Poland",2001,36.65715
"Poland",2002,41.004631
"Poland",2003,32.473091
"Poland",2004,32.166241
"Poland",2005,34.603039
"Poland",2006,45.76754
"Poland",2007,39.053989
"Poland",2008,50.622631
"Poland",2009,45.101101
"Poland",2010,46.364601
"Poland",2011,43.869999
"Poland",2012,38.737129
"Poland",2013,34.905151
"Poland",2014,38.195202
"Poland",2015,39.380539
"Poland",2016,44.25806
"Poland",2017,45.903019
"Poland",2018,46.173092
"Poland",2019,44.336472
"Poland",1989,62.494221
"Poland",1990,43.527359
"Poland",1991,47.208542
"Poland",1992,38.132061
"Poland",1993,35.734341
"Poland",1994,29.092239
"Poland",1995,29.747869
"Poland",1996,51.633572
"Poland",1997,58.26173
"Poland",1998,64.665123
"Poland",1999,64.758301
"Poland",2000,65.362282
"Poland",2001,64.665077
"Poland",2002,65.641777
"Poland",2003,62.510799
"Poland",2004,52.444431
"Poland",2005,47.194241
"Poland",2006,35.359982
"Poland",2007,33.99435
"Poland",2008,31.3522
"Poland",2009,27.741791
"Poland",2010,40.558849
"Poland",2011,51.325779
"Poland",2012,53.14925
"Poland",2013,53.563229
"Poland",2014,57.098091
"Poland",2015,46.211601
"Poland",2016,44.936081
"Poland",2017,51.45816
"Poland",2018,51.746422
"Poland",2019,49.510239
"Portugal",1986,49.075489
"Portugal",1987,57.550449
"Portugal",1988,45.184139
"Portugal",1989,37.32996
"Portugal",1990,37.38065
"Portugal",1991,53.366959
"Portugal",1992,42.774158
"Portugal",1993,32.06506
"Portugal",1994,28.9977
"Portugal",1995,38.146709
"Portugal",1996,43.139259
"Portugal",1997,30.67374
"Portugal",1998,40.10825
"Portugal",1999,40.832371
"Portugal",2000,25.845751
"Portugal",2001,25.893961
"Portugal",2002,37.959888
"Portugal",2003,43.883598
"Portugal",2004,44.528
"Portugal",2005,51.363941
"Portugal",2006,53.313759
"Portugal",2007,51.745392
"Portugal",2008,44.245491
"Portugal",2009,35.948021
"Portugal",2010,32.834129
"Portugal",2011,33.658642
"Portugal",2012,25.33189
"Portugal",2013,19.28043
"Portugal",2014,22.35298
"Portugal",2015,22.375759
"Portugal",2016,42.711048
"Portugal",2017,48.270851
"Portugal",2018,50.36396
"Portugal",1986,27.646521
"Portugal",1987,30.99605
"Portugal",1988,22.421261
"Portugal",1989,17.04702
"Portugal",1990,17.28875
"Portugal",1991,26.68804
"Portugal",1992,21.98839
"Portugal",1993,17.165079
"Portugal",1994,15.43363
"Portugal",1995,20.615601
"Portugal",1996,23.47249
"Portugal",1997,15.92833
"Portugal",1998,19.143869
"Portugal",1999,19.143869
"Portugal",2000,12.15625
"Portugal",2001,9.3566961
"Portugal",2002,21.091351
"Portugal",2003,24.7138
"Portugal",2004,22.916679
"Portugal",2005,27.19836
"Portugal",2006,31.74651
"Portugal",2007,27.31773
"Portugal",2008,27.31773
"Portugal",2009,23.54303
"Portugal",2010,30.65308
"Portugal",2011,30.73373
"Portugal",2012,25.609261
"Portugal",2013,23.915251
"Portugal",2014,22.92491
"Portugal",2015,24.881189
"Portugal",2016,40.290329
"Portugal",2017,38.454739
"Portugal",2018,40.85667
"Portugal",1986,53.997791
"Portugal",1987,56.9594
"Portugal",1988,44.729988
"Portugal",1989,36.868729
"Portugal",1990,37.377029
"Portugal",1991,52.772301
"Portugal",1992,44.95977
"Portugal",1993,33.70055
"Portugal",1994,31.632521
"Portugal",1995,39.458969
"Portugal",1996,43.810871
"Portugal",1997,32.475052
"Portugal",1998,42.12582
"Portugal",1999,42.508781
"Portugal",2000,28.492201
"Portugal",2001,27.813681
"Portugal",2002,37.159512
"Portugal",2003,40.503551
"Portugal",2004,40.0518
"Portugal",2005,48.897381
"Portugal",2006,53.738689
"Portugal",2007,52.943802
"Portugal",2008,48.439411
"Portugal",2009,40.142502
"Portugal",2010,33.622601
"Portugal",2011,33.075909
"Portugal",2012,28.91156
"Portugal",2013,20.09766
"Portugal",2014,23.331751
"Portugal",2015,27.826799
"Portugal",2016,39.367908
"Portugal",2017,45.006229
"Portugal",2018,46.2943
"Portugal",1986,39.52721
"Portugal",1987,66.772987
"Portugal",1988,71.972
"Portugal",1989,75.744186
"Portugal",1990,72.854858
"Portugal",1991,75.209129
"Portugal",1992,55.786388
"Portugal",1993,48.87072
"Portugal",1994,44.750751
"Portugal",1995,50.863831
"Portugal",1996,53.72641
"Portugal",1997,50.783569
"Portugal",1998,64.026337
"Portugal",1999,67.852028
"Portugal",2000,53.284981
"Portugal",2001,49.955349
"Portugal",2002,55.467388
"Portugal",2003,68.983223
"Portugal",2004,75.952309
"Portugal",2005,71.295868
"Portugal",2006,68.208
"Portugal",2007,70.361412
"Portugal",2008,62.017231
"Portugal",2009,54.117222
"Portugal",2010,54.208141
"Portugal",2011,53.739349
"Portugal",2012,40.15205
"Portugal",2013,37.588001
"Portugal",2014,41.67038
"Portugal",2015,35.28162
"Portugal",2016,60.724709
"Portugal",2017,71.113632
"Portugal",2018,72.844566
"Russia",1996,33.000999
"Russia",1997,28.179001
"Russia",1998,25.266001
"Russia",1999,31.205999
"Russia",2000,62.875
"Russia",2001,61.363998
"Russia",2002,61.292
"Russia",2003,58.583
"Russia",2004,56.419998
"Russia",2005,50.112
"Russia",2006,58.240002
"Russia",2007,67.141998
"Russia",2008,78.849998
"Russia",2009,76.167
"Russia",2010,76.333
"Russia",2011,66.792
"Russia",2012,62.542
"Russia",2013,57.792
"Russia",2014,72.125
"Russia",2015,74.583
"Russia",2016,67.417
"Russia",2017,64.458
"Russia",2018,55
"Russia",2019,49.125
"Russia",2000,38.75
"Russia",2001,39.917
"Russia",2002,39.333
"Russia",2003,36.333
"Russia",2004,38.333
"Russia",2005,29.917
"Russia",2006,36.167
"Russia",2007,43.917
"Russia",2008,60.299999
"Russia",2009,54.25
"Russia",2010,53.333
"Russia",2011,47.25
"Russia",2012,47.333
"Russia",2013,43.333
"Russia",2014,57.917
"Russia",2015,58.083
"Russia",2016,48.5
"Russia",2017,47.5
"Russia",2018,41.599998
"Russia",2019,39.75
"Russia",1996,39.25
"Russia",1997,30.414
"Russia",1998,35.910999
"Russia",1999,57.398998
"Russia",2000,55.5
"Russia",2001,47
"Russia",2002,46.667
"Russia",2003,41.083
"Russia",2004,38.581001
"Russia",2005,31.476
"Russia",2006,40.631001
"Russia",2007,49.445
"Russia",2008,79.370003
"Russia",2009,79.417
"Russia",2010,78.167
"Russia",2011,68.583
"Russia",2012,61.25
"Russia",2013,52.083
"Russia",2014,62.75
"Russia",2015,63.417
"Russia",2016,52.5
"Russia",2017,46.5
"Russia",2018,35.599998
"Russia",2019,33.75
"Russia",1996,26.749001
"Russia",1997,25.945
"Russia",1998,14.621
"Russia",1999,7.2937999
"Russia",2000,70.25
"Russia",2001,73.333
"Russia",2002,75.917
"Russia",2003,76.083
"Russia",2004,74.25
"Russia",2005,68.75
"Russia",2006,75.917
"Russia",2007,81.75
"Russia",2008,78.417
"Russia",2009,72.917
"Russia",2010,74.5
"Russia",2011,65
"Russia",2012,63.833
"Russia",2013,63.5
"Russia",2014,81.5
"Russia",2015,85.75
"Russia",2016,82.333
"Russia",2017,82.417
"Russia",2018,72.636002
"Russia",2019,64.5
"Spain",1984,43.0182
"Spain",1985,43.752998
"Spain",1986,48.588551
"Spain",1987,44.385609
"Spain",1988,43.125061
"Spain",1989,36.789131
"Spain",1990,36.269508
"Spain",1991,37.33633
"Spain",1992,33.638882
"Spain",1993,30.90111
"Spain",1994,27.803711
"Spain",1995,27.02207
"Spain",1996,33.184849
"Spain",1997,35.270271
"Spain",1998,36.187489
"Spain",1999,38.309849
"Spain",2000,43.262772
"Spain",2001,39.661991
"Spain",2002,37.23468
"Spain",2003,33.62682
"Spain",2004,43.022289
"Spain",2005,40.938042
"Spain",2006,38.32423
"Spain",2007,37.242901
"Spain",2008,38.378262
"Spain",2009,32.980221
"Spain",2010,26.527889
"Spain",2011,23.951241
"Spain",2012,29.05192
"Spain",2013,23.052799
"Spain",2014,23.417919
"Spain",2015,25.216761
"Spain",2016,28.022421
"Spain",2017,28.62129
"Spain",2018,32.450909
"Spain",2019,34.979839
"Turkey",2002,39.157139
"Turkey",2003,41.449791
"Turkey",2004,47.662762
"Turkey",2005,47.662762
"Turkey",2006,46.786751
"Turkey",2007,50.724571
"Turkey",2008,44.8554
"Turkey",2009,41.545639
"Turkey",2010,43.294189
"Turkey",2011,58.747471
"Turkey",2012,50.13916
"Turkey",2013,46.930592
"Turkey",2014,53.577671
"Turkey",2015,45.724998
"Turkey",2016,65.329971
"Turkey",2017,64.855049
"Turkey",2018,60.034908
"Turkey",2002,NA
"Turkey",2003,NA
"Turkey",2004,NA
"Turkey",2005,NA
"Turkey",2006,NA
"Turkey",2007,NA
"Turkey",2008,NA
"Turkey",2009,NA
"Turkey",2010,NA
"Turkey",2011,NA
"Turkey",2012,NA
"Turkey",2013,NA
"Turkey",2014,NA
"Turkey",2002,36.563721
"Turkey",2003,56.909538
"Turkey",2004,56.909538
"Turkey",2005,56.909538
"Turkey",2006,56.909538
"Turkey",2007,70.201317
"Turkey",2008,51.873211
"Turkey",2009,49.147839
"Turkey",2010,46.307018
"Turkey",2011,63.758789
"Turkey",2012,56.159088
"Turkey",2013,52.84375
"Turkey",2014,43.668171
"Turkey",2015,43.668171
"Turkey",2016,43.668171
"Turkey",2014,-0.52179247
"Turkey",2015,-1.4687769
"Turkey",2016,0.89546502
"Turkey",2017,0.83819193
"Turkey",2018,0.2569125
"Ukraine",2000,29.121639
"Ukraine",2001,21.05839
"Ukraine",2002,15.21546
"Ukraine",2003,12.68352
"Ukraine",2004,15.11321
"Ukraine",2005,50.23653
"Ukraine",2006,23.622789
"Ukraine",2007,24.043159
"Ukraine",2008,16.966209
"Ukraine",2009,6.7346439
"Ukraine",2010,48.67136
"Ukraine",2011,21.323139
"Ukraine",2012,22.641399
"Ukraine",2013,25.191071
"Ukraine",2014,31.95853
"Ukraine",2015,17.152889
"Ukraine",2016,11.39317
"Ukraine",2017,11.16912
"Ukraine",2008,-0.74273121
"Ukraine",2009,-1.458617
"Ukraine",2010,1.3333369
"Ukraine",2011,0.1163314
"Ukraine",2012,0.044742841
"Ukraine",2013,0.044742841
"Ukraine",2014,1.404925
"Ukraine",2015,-0.74273121
"Ukraine",2014,1.496371
"Ukraine",2015,-0.58061081
"Ukraine",2016,-0.50508422
"Ukraine",2017,-0.410676
"Ukraine",2000,25.50234
"Ukraine",2001,19.32658
"Ukraine",2002,14.85139
"Ukraine",2003,12.91214
"Ukraine",2004,14.77307
"Ukraine",2005,41.674561
"Ukraine",2006,21.290689
"Ukraine",2007,21.612659
"Ukraine",2008,16.787531
"Ukraine",2009,8.5861254
"Ukraine",2010,42.87727
"Ukraine",2011,18.04929
"Ukraine",2012,19.81139
"Ukraine",2013,22.68297
"Ukraine",2014,24.598511
"Ukraine",2015,16.956499
"Ukraine",2016,10.04458
"Ukraine",2017,8.9344988
"United Kingdom",1938,40.2607
"United Kingdom",1939,43.134819
"United Kingdom",1940,48.24181
"United Kingdom",1941,57.570011
"United Kingdom",1942,56.730381
"United Kingdom",1943,60.088902
"United Kingdom",1944,58.82946
"United Kingdom",1945,57.085609
"United Kingdom",1946,41.710098
"United Kingdom",1947,38.703911
"United Kingdom",1948,36.806419
"United Kingdom",1949,38.326962
"United Kingdom",1950,39.977451
"United Kingdom",1951,38.397869
"United Kingdom",1952,40.866329
"United Kingdom",1953,43.537441
"United Kingdom",1954,45.491009
"United Kingdom",1955,46.142368
"United Kingdom",1956,39.417419
"United Kingdom",1957,37.792042
"United Kingdom",1958,39.852791
"United Kingdom",1959,44.96191
"United Kingdom",1960,50.373371
"United Kingdom",1961,43.699501
"United Kingdom",1962,37.882118
"United Kingdom",1963,36.401489
"United Kingdom",1964,41.880299
"United Kingdom",1965,43.677551
"United Kingdom",1966,43.52552
"United Kingdom",1967,37.239761
"United Kingdom",1968,28.430071
"United Kingdom",1969,30.687611
"United Kingdom",1970,36.10508
"United Kingdom",1971,33.727669
"United Kingdom",1972,34.60202
"United Kingdom",1973,34.01836
"United Kingdom",1974,37.649441
"United Kingdom",1975,34.78339
