year,country,OECD_Inflation_CPI_2000_2025,OECD_Productivity_Variation_2000_2025,OECD_Public_Debt_GDP_2000_2025,OECD_RD_GDP_2000_2025,OECD_Tertiary_Education_2000_2025,OECD_Unemployment_Rate_2000_2025
2008,ROU,,33.3526051594348,17.806,0.552153876,,5.787
2008,RUS,14.11077,,,0.97230527,,6.205
2008,SAU,9.870246,,,,,
2008,SGP,,,,2.596736286,,
2008,SVK,4.59818,26.4776332986137,35.336,0.461602664,14.763523,9.567
2008,SVN,5.647424,33.303846084931024,30.926,1.634647142,22.637665,4.371
2008,SWE,3.437049,311.5208366075773,46.924,3.490844144,32.02702,6.224
2008,TUR,10.44413,41.795404338270025,,0.683006855,12.040659,10.965
2008,TWN,,,,2.672310128,,
2008,USA,3.8391,63.48721396206925,73.671,2.744812375,41.10516,5.784
2008,ZAF,9.90999,,,0.805666934,,22.4136951939295
2009,ARG,,,,0.58705209,19.518599,
2009,AUS,1.771117,67.13803611920423,21.004,,36.881355,5.565
2009,AUT,0.5063094,57.9114559547193,87.914,2.612791144,26.895824,5.301
2009,BEL,-0.05314568,62.9542812423095,110.733,1.991344556,33.397053,7.908
2009,BGR,2.753202,17.530447637871823,42.712,0.493376294,,6.817
2009,BRA,4.888035,,87.124,,10.863071,8.257
2009,CAN,0.2994668,54.24755517375023,86.592,1.917415394,49.290722,8.451
2009,CHE,-0.4804819,72.24688214671828,44.334,,35.020153,4.109
2009,CHL,0.3530467,4597.741225758792,13.449,0.354027372,17.120726,11.285
2009,CHN,-0.7,,,1.636601775,,
2009,COL,4.202518,7279.2246570580755,,0.193505311,,12.2
2009,CRI,7.842702,2516.550396231098,,,23.416771,7.713
2009,CYP,,,,,,5.364
2009,CZE,1.019377,259.6945627763237,39.998,1.28943238,15.544437,6.662
2009,DEU,0.3127377,55.27335981150865,77.437,2.689612185,26.385326,7.726
2009,DNK,1.30471,263.24914603409934,52.878,3.042094096,32.001427,6.296
2009,E,,,,,,9.36542707440844
2009,EA20,0.3,48.915966312337176,,,,
2009,ESP,-0.2878131,40.87363472068975,62.442,1.358975918,29.989544,17.857
2009,EST,-0.07840831,24.92816185174845,13.4,1.396728881,36.065544,13.504
2009,EU19OECD,,,,,,9.608
2009,EU22OECD,,,,,,9.329
2009,EU27,,,,,,9.16
2009,EU27_2020,0.8,42.99167696659947,,1.885525058,,
2009,EUOECD,,,84.39,,,
2009,FIN,0.0,54.8353657879545,51.636,3.734268248,37.268574,8.222
2009,FRA,0.08762048,58.0379054879613,97.951,2.212729997,28.588057,9.105
2009,G20,2.029472,,,,,
2009,G7,-0.1234099,,,,,8.023
2009,GBR,2.0,49.32524493795363,75.875,1.658555667,36.984959,7.638
2009,GRC,1.210074,32.06381266444505,137.374,0.634142823,23.656685,9.616
2009,HRV,2.4,22.673622842124125,58.074,0.83006189,,9.202
2009,HUN,4.211712,2353.102195066652,85.076,1.130274144,19.86219,9.681
2009,IDN,4.386416,,,,7.5285029,8.007
2009,IND,10.88235,,,,,
2009,IRL,-4.447547,59.917513023916676,67.47,1.613709667,35.822323,12.558
2009,ISL,12.00312,4012.849218431802,134.4,2.585707427,32.907246,8.015
2009,ISR,3.367623,89.40832237202694,82.616,4.023471406,44.880913,9.485
2009,ITA,0.7747682,47.9517499170628,125.046,1.212607635,14.510798,7.749
2009,JPN,-1.4,2231.239847482844,178.947,3.195898318,43.764038,5.035
2009,KOR,2.756497,,28.771,3.021455912,38.470245,3.638
2009,LTU,4.453044,22.463261002276877,34.082,0.828484832,30.958277,13.785
2009,LUX,0.368042,90.2840567183705,22.501,1.588394874,34.795971,5.122
2009,LVA,3.534107,20.70446280787415,43.338,0.46113924,25.846195,17.515
2009,MEX,5.297357,94.1224643739654,37.464,0.457483925,14.308427,5.379
2009,MKD,,,,,,32.179
2009,MLT,,,,,,6.889
2009,NLD,1.189777,60.46466684889913,64.965,1.651609955,32.785397,4.351
2009,NOR,2.197386,415.06717841439934,48.612,1.716780505,36.698498,3.103
2009,NZL,2.115656,49.89417495987935,30.163,1.249159269,,6.122
2009,OECD,0.5732961,47.7107433941744,90.23,2.314782992,29.333305,8.359
2009,OECDE,1.103216,,,,,
2009,OECD_REP,,,67.623,,,8.626
2009,PER,,,,,,4.387
2009,POL,3.45,41.05391461045828,57.086,0.659320289,21.150869,8.166
2009,PRT,-0.83553,29.74841428170265,96.941,1.580011399,14.66682,9.43
2009,ROU,,33.582518447817726,28.975,0.443929175,,6.859
2009,RUS,11.64733,,,1.165557789,,8.301
2009,SAU,5.057225,,,,,
2009,SGP,,,,2.127903719,,
2009,SVK,1.615105,25.928197183457925,44.563,0.473021049,15.762831,12.052
2009,SVN,0.8392622,31.402323579253174,45.124,1.833310907,23.315817,5.858
2009,SWE,-0.4944606,310.43140418063524,49.662,3.412677283,33.060085,8.316
2009,TUR,6.250977,40.5884885849903,,0.797964606,12.710275,14.025
2009,TWN,,,,2.841089096,,
2009,USA,-0.3555463,65.75307144486705,86.789,2.791816062,41.214626,9.256
2009,ZAF,7.238095,,38.354,0.749927097,,23.523
2010,ARG,,,,0.564050123,20.111586,
2010,AUS,2.91834,68.233568328288,23.552,2.172599178,37.604309,5.214
2010,AUT,1.813532,58.92196382704337,92.261,2.743214888,27.743721,4.82
2010,BEL,2.189299,64.3502136026821,109.089,2.061295708,34.989502,8.292
2010,BGR,2.438991,18.705023195789323,44.294,0.56299308,,10.279
2010,BRA,5.038727,,84.998,,,
2010,CAN,1.776872,55.09228696208855,89.554,1.825037454,50.311695,8.169
2010,CHE,0.6882387,76.35461554802015,42.957,,33.881504,4.808
2010,CHL,1.410711,4531.4686578917135,15.403,0.33164827,,8.284
2010,CHN,3.3,,,1.684560861,9.6811743,2.876
2010,COL,2.272003,7424.655200646586,,0.193579082,16.965132,11.985
2010,CRI,5.662757,2885.0539752861796,,,20.980572,8.916
2010,CYP,,,,,,6.263
2010,CZE,1.472727,266.0143562987798,43.897,1.313518426,16.764982,7.283
2010,DEU,1.103809,56.81405341645442,86.568,2.677141377,26.609148,7.058
2010,DNK,2.310924,276.99493466481846,56.257,2.913896104,33.002644,7.598
2010,E,,,,,,9.653052076926
2010,EA20,1.6,50.30378340169088,,,,
2010,ESP,1.799865,41.78932884685067,67.099,1.354363154,31.016668,19.86
2010,EST,2.972045,26.525931403470675,13.182,1.578912642,35.423084,16.654
2010,EU19OECD,,,,,,10.169
2010,EU22OECD,,,,,,9.99
2010,EU25,,,,,27.728856,
2010,EU27,,,,,,9.864
2010,EU27_2020,1.8,44.499938770802004,,1.889142338,,
2010,EUOECD,,,88.27,,,
2010,FIN,1.184135,56.85129255360355,58.016,3.705241487,38.146343,8.395
2010,FRA,1.531123,59.24881350251958,101.194,2.177715247,29.006897,9.25
2010,G20,3.271349,,,,26.296226,
2010,G7,1.348258,,,,,8.143
2010,GBR,2.5,50.8583973448778,86.453,1.631474423,38.187191,7.632
2010,GRC,4.712982,31.703795551133375,130.668,0.604909436,24.744848,12.713
2010,HRV,1.041667,23.1312303838446,67.5,0.728832824,,11.62
2010,HUN,4.855558,2416.155187452957,86.243,1.131016951,20.121918,10.801
2010,IDN,5.134203,,,,7.9779863,7.273
2010,IND,11.98939,,,,,3.539
2010,IRL,-0.9183887,63.721406361189295,83.449,1.596068277,37.584061,14.449
2010,ISL,5.396732,4086.9492188129325,138.176,,31.298735,8.307
2010,ISR,2.702703,92.29979387568565,79.469,3.847010149,45.560074,8.459
2010,ITA,1.525516,49.04595131164327,123.832,1.212952458,14.802574,8.363
2010,JPN,-0.7,2279.0190685767466,183.025,3.104951313,44.809975,5.024
2010,KOR,2.939286,,30.574,3.179130089,39.044632,3.701
2010,LTU,1.319214,23.95444595717635,46.104,0.793791557,32.440029,17.814
2010,LUX,2.273679,93.08062030763608,27.458,1.423729589,35.475895,4.361
2010,LVA,-1.084636,21.931482043608575,54.634,0.618303194,26.946114,19.482
2010,MEX,4.156728,98.78332672776536,38.602,0.47352964,14.654601,5.329
2010,MKD,,,,,,32.02
2010,MLT,,,,,,6.847
2010,NLD,1.275306,61.809157520623145,69.184,1.693876726,32.389164,4.989
2010,NOR,2.418906,428.1773080981093,48.97,1.641203047,37.284328,3.521
2010,NZL,2.302026,50.122893399975275,33.523,,,6.556
2010,OECD,1.807353,49.0980801230363,95.91,2.277488574,29.872179,8.522
2010,OECDE,2.158804,,,,,
2010,OECD_REP,,,71.42,,,9.216
2010,PER,,,,,,3.986
2010,POL,2.583333,44.172625044433026,61.954,0.722519335,22.468407,9.636
2010,PRT,1.402573,30.81637059254945,104.725,1.53316436,15.445285,10.769
2010,ROU,,33.76900558841842,35.394,0.446568261,,6.959
2010,RUS,6.849392,,,1.052232846,,7.345
2010,SAU,5.339416,,,,,
2010,SGP,,,,1.929182186,,
2010,SVK,0.9570181,28.06640167899465,48.85,0.605832328,17.327984,14.373
2010,SVN,1.80117,32.43970858042995,49.2,2.069142557,23.716619,7.236
2010,SWE,1.157988,321.7796936397591,47.433,3.187570146,33.868935,8.578
2010,TUR,8.566444,42.4613147248409,48.901,0.788028231,13.118464,11.88
2010,TWN,,,,2.815573964,,
2010,USA,1.640043,67.8296584255649,95.339,2.714464663,41.662415,9.632
2010,ZAF,4.067495,,44.784,0.662839289,6.860743,24.687
2011,ARG,,,,0.569338199,20.237337,
2011,AUS,3.30385,70.53024345402625,28.319,2.105158998,38.342072,5.083
2011,AUT,3.286583,60.04454991658393,93.257,2.68566517,27.956152,4.564
2011,BEL,3.532082,64.8558661584687,111.361,2.157385938,34.612984,7.14
2011,BGR,4.219903,19.863066037735848,42.089,0.529502659,,11.26
2011,BRA,6.63645,,81.678,,11.614742,6.688
2011,CAN,2.912135,56.709126310388726,92.573,1.787140592,50.99168395996094,7.644
2011,CHE,0.2313492,76.63463410217447,43.226,,34.000179,4.409
2011,CHL,3.341217,4690.369587040227,17.994,0.352878931,17.813892,7.309
2011,CHN,5.4,,,1.752446261,,
2011,COL,3.415032,7881.062370579284,,0.198419817,17.596003,11.051
2011,CRI,4.877998,3081.2963615977023,,,21.594719,10.308
2011,CYP,,,,,,7.856
2011,CZE,1.917219,271.1263790673346,46.908,1.532306795,18.243177,6.725
2011,DEU,2.075173,58.82273364178805,85.513,2.75105746,27.562323,5.819
2011,DNK,2.758682,279.2043858487974,64.907,2.941979162,33.662952,7.672
2011,E,,,,,,9.49678163447293
2011,EA20,2.7,51.578262385454,,,,
2011,ESP,3.196102,42.59533034323877,77.978,1.327259972,31.91456,21.391
2011,EST,4.981901,26.789204104475452,10.866,2.29631998,36.889767,12.287
2011,EU19OECD,,,,,,10.21
2011,EU22OECD,,,,,,9.981
2011,EU25,,,,,28.633746,
2011,EU27,,,,,,9.904
2011,EU27_2020,2.9,45.79001812184802,,1.917912684,,
2011,EUOECD,,,89.2,,,
2011,FIN,3.416809,58.32706437753735,61.005,3.624341403,39.318207,7.732
2011,FRA,2.111598,60.463380359046525,103.391,2.187605273,29.767,9.198
2011,G20,4.148533,,,,,
2011,G7,2.573611,,,,,7.655
2011,GBR,3.8,51.8361471386616,100.177,1.639556991,39.412373,8.006
2011,GRC,3.32987,29.79064003020345,113.482,0.683698969,26.112072,17.865
2011,HRV,2.25,24.496345103018225,74.132,0.735097625,,13.678
2011,HUN,3.929921,2502.5452490733173,95.295,1.181161367,21.124001,10.655
2011,IDN,5.356048,,,,8.1564999,7.213
2011,IND,8.858361,,,,10.595189,
2011,IRL,2.548978,66.81983564858565,109.933,1.53991082,38.162312,15.335
2011,ISL,4.001026,4141.645565248712,143.627,2.376748867,32.616898,7.688
2011,ISR,3.488372,95.31807485464054,77.705,3.921281393,46.396889,7.133
2011,ITA,2.780573,50.00272417701858,116.961,1.195309028,14.935372,8.359
2011,JPN,-0.3,2275.434469272458,198.697,3.205366018,46.364063,4.521
2011,KOR,4.025965,14774.938709374655,33.073,3.444101844,40.381783,3.397
2011,LTU,4.130276,26.27707727868195,46.095,0.909978827,33.489258,15.39
2011,LUX,3.410683,93.29618346092208,26.794,1.424527585,37.034779,4.902
2011,LVA,4.370736,22.36499941322085,52.79,0.739820979,27.69327,16.206
2011,MEX,3.40738,102.5825092557392,42.656,0.452682928,15.012249,5.195
2011,MKD,,,,,,31.377
2011,MLT,,,,,,6.378
2011,NLD,2.34107,62.878416793917154,73.451,1.865100189,32.041344,4.977
2011,NOR,1.284952,438.5006994616419,34.507,1.617136945,38.053513,3.215
2011,NZL,4.027903,51.55266269081348,42.319,1.230828383,,6.491
2011,OECD,2.850171,50.1624156133762,100.27,2.300329762,,8.147
2011,OECDE,3.051875,,,,,
2011,OECD_REP,,,74.265,,,8.923
2011,PER,,,,,,3.872
2011,POL,4.266667,47.00987523838835,62.279,0.747262514,23.283596,9.631
2011,PRT,3.653011,31.281008577035625,108.884,1.455580193,17.25703,13.485
2011,ROU,,36.4983049083803,39.879,0.474568103,,7.177
2011,RUS,8.440471,,,1.015448468,,6.496
2011,SAU,5.826217,,,,,
2011,SGP,,,,2.069548425,,
2011,SVK,3.919286,28.5608419250499,51.697,0.653975226,18.617317,13.606
2011,SVN,1.802852,33.95512534907335,52.721,2.431100584,25.09059,8.166
2011,SWE,2.961151,326.2384063824155,47.464,3.206879044,35.174355,7.783
2011,TUR,6.471879,45.66714812632345,43.603,0.788845303,14.034094,9.788
2011,TWN,,,,2.912290354,,
2011,USA,3.156842,68.54434017218635,99.753,2.738014986,42.44838,8.95
2011,ZAF,5.000854,,49.267,0.667534817,7.147109,24.643
2012,ARG,,,,0.638878111,20.556126,
2012,AUS,1.76278,71.60987515544178,32.608,,41.282364,5.225
2012,AUT,2.485675,61.42721847269132,100.813,2.933717835,28.739943,4.865
2012,BEL,2.839664,65.75251324203855,120.994,2.27079028,35.316551,7.542
2012,BGR,2.954568,20.674050123871876,46.741,0.600386037,,12.27
2012,BRA,5.403499,,85.962,,12.993286,7.266
2012,CAN,1.515678,56.935321613729826,95.197,1.773039748,52.17575454711914,7.421
2012,CHE,-0.692552,77.45167442575065,43.732,2.827352426,35.291126,4.491
2012,CHL,3.007448,4939.726028429969,18.453,0.362132102,,6.596
2012,CHN,2.6,,,1.880951529,,
2012,COL,3.169303,8094.3882681482955,,0.221158538,18.511864,10.626
2012,CRI,4.495453,3099.704092835608,,,23.244442,10.172
2012,CYP,,,,,,11.795
2012,CZE,3.287623,273.8795164614785,56.177,1.757006443,19.277992,6.979
2012,DEU,2.008491,59.6938832232615,88.189,2.826097354,28.121572,5.374
2012,DNK,2.397915,286.8283052762541,64.889,2.984498184,34.639698,7.67
2012,E,,,,,,10.1967478318368
2012,EA20,2.5,52.2960479519361,,,,
2012,ESP,2.446128,43.7485010558661,96.7,1.292671058,32.649994,24.787
2012,EST,3.9334,28.162705874344375,14.369,2.104848652,37.605877,9.966
2012,EU19OECD,,,,,,11.386
2012,EU22OECD,,,,,,10.995
2012,EU25,,,,,29.636128,
2012,EU27,,,,,,10.872
2012,EU27_2020,2.6,46.41068771696345,,1.972094456,,
2012,EUOECD,,,98.9,,,
2012,FIN,2.808332,58.09646339352105,68.257,3.409500045,39.661289,7.61
2012,FRA,1.954195,60.829948498039805,111.394,2.227617501,30.856123,9.77
2012,G20,3.238226,,,,,
2012,G7,1.867388,,,,,7.364
2012,GBR,2.6,51.9334197341104,103.678,1.568558664,40.977753,7.87
2012,GRC,1.50152,28.143952650073977,169.329,0.719529863,26.719267,24.439
2012,HRV,3.425,25.390872145811624,80.765,0.735494743,,16.046
2012,HUN,5.652145,2478.960795979383,98.682,1.257584885,22.046715,10.668
2012,IDN,4.279512,,,,9.007103,6.249
2012,IND,9.312446,,,,7.1028476,3.621
2012,IRL,1.694741,67.94078521115588,128.334,1.547878186,39.69788,15.419
2012,ISL,5.1859,4211.851027215926,139.096,,33.888733,6.626
2012,ISR,1.675537,96.31617421412582,78.844,4.066719486,46.441711,6.857
2012,ITA,3.041363,50.225476606061775,135.133,1.255589371,15.708264,10.655
2012,JPN,0.0,2292.147151223056,207.247,3.173705284,46.619377,4.348
2012,KOR,2.187071,15101.856039217517,35.513,3.685191076,41.746613,3.204
2012,LTU,3.089983,27.240998211260173,51.513,0.897602678,34.05378,13.365
