shock_id,country_a,country_b,country_pair,ordinal_manhattan_distance_raw,ordinal_manhattan_distance_0_1,ordinal_similarity_0_1,ordinal_euclidean_distance,dimensions_different_count,dimensions_same_count,abs_diff_Debt capacity,abs_diff_Employment strength,abs_diff_R&D intensity,abs_diff_Tertiary human capital,abs_diff_Energy security,continuous_score_euclidean_distance_0_1,continuous_score_similarity_0_1,layer_a,frontier_a,layer_b,frontier_b,same_layer,frontier_pair_type
2007,AUT,GRC,AUT-GRC,9.0,0.45,0.55,5.196152422706632,4,1,1.0,3.0,4.0,1.0,0.0,0.39501785432588016,0.6049821456741198,2,,5,,False,unknown
2007,AUT,HUN,AUT-HUN,8.0,0.4,0.6,4.242640687119285,4,1,0.0,2.0,3.0,2.0,1.0,0.2890915342856975,0.7109084657143026,2,,4,,False,unknown
2007,AUT,IRL,AUT-IRL,7.0,0.35,0.65,3.872983346207417,4,1,2.0,0.0,3.0,1.0,1.0,0.2871151424491098,0.7128848575508901,2,,2,,True,unknown
2007,AUT,ITA,AUT-ITA,7.0,0.35,0.65,3.872983346207417,4,1,1.0,1.0,3.0,2.0,0.0,0.31330191305503036,0.6866980869449697,2,,3,,False,unknown
2007,AUT,LTU,AUT-LTU,9.0,0.45,0.55,5.196152422706632,4,1,3.0,1.0,4.0,0.0,1.0,0.3424848306071662,0.6575151693928338,2,,2,,True,unknown
2007,AUT,LUX,AUT-LUX,7.0,0.35,0.65,3.872983346207417,4,1,3.0,1.0,2.0,0.0,1.0,0.3101275707566553,0.6898724292433447,2,,1,,False,unknown
2007,AUT,LVA,AUT-LVA,9.0,0.45,0.55,5.196152422706632,4,1,3.0,1.0,4.0,1.0,0.0,0.39041609632095564,0.6095839036790444,2,,3,,False,unknown
2007,AUT,NLD,AUT-NLD,6.0,0.3,0.7,2.8284271247461903,5,0,1.0,1.0,1.0,1.0,2.0,0.18973364746093804,0.810266352539062,2,,2,,True,unknown
2007,AUT,POL,AUT-POL,11.0,0.55,0.44999999999999996,5.5677643628300215,5,0,1.0,3.0,4.0,1.0,2.0,0.43822746937107504,0.561772530628925,2,,3,,False,unknown
2007,AUT,PRT,AUT-PRT,9.0,0.45,0.55,4.358898943540674,5,0,1.0,2.0,3.0,2.0,1.0,0.3139649665611121,0.6860350334388878,2,,5,,False,unknown
2007,AUT,SVK,AUT-SVK,11.0,0.55,0.44999999999999996,5.744562646538029,4,1,2.0,3.0,4.0,2.0,0.0,0.5177866426181289,0.4822133573818711,2,,4,,False,unknown
2007,AUT,SVN,AUT-SVN,8.0,0.4,0.6,4.242640687119285,4,1,3.0,0.0,2.0,1.0,2.0,0.253821718715926,0.746178281284074,2,,1,,False,unknown
2007,AUT,SWE,AUT-SWE,5.0,0.25,0.75,2.6457513110645907,4,1,1.0,1.0,0.0,1.0,2.0,0.22245435364399707,0.7775456463560029,2,,2,,True,unknown
2007,AUT,USA,AUT-USA,4.0,0.2,0.8,2.8284271247461903,2,3,0.0,0.0,0.0,2.0,2.0,0.23131001245691807,0.7686899875430819,2,,1,,False,unknown
2007,BEL,CAN,BEL-CAN,8.0,0.4,0.6,4.69041575982343,4,1,2.0,1.0,0.0,1.0,4.0,0.5085456247493437,0.4914543752506563,3,,1,,False,unknown
2007,BEL,CZE,BEL-CZE,12.0,0.6,0.4,6.0,5,0,3.0,1.0,1.0,3.0,4.0,0.4293799300425559,0.5706200699574441,3,,2,,False,unknown
2007,BEL,DEU,BEL-DEU,6.0,0.3,0.7,3.1622776601683795,4,1,1.0,1.0,0.0,2.0,2.0,0.20257630777055538,0.7974236922294446,3,,4,,False,unknown
2007,BEL,DNK,BEL-DNK,11.0,0.55,0.44999999999999996,5.916079783099616,4,1,3.0,3.0,1.0,0.0,4.0,0.490922172861534,0.5090778271384659,3,,1,,False,unknown
2007,BEL,ESP,BEL-ESP,6.0,0.3,0.7,3.4641016151377544,4,1,3.0,1.0,1.0,1.0,0.0,0.255857502892917,0.744142497107083,3,,2,,False,unknown
2007,BEL,EST,BEL-EST,14.0,0.7,0.30000000000000004,6.782329983125268,5,0,4.0,3.0,2.0,1.0,4.0,0.4629660105721012,0.5370339894278988,3,,1,,False,unknown
2007,BEL,FIN,BEL-FIN,6.0,0.3,0.7,3.1622776601683795,4,1,2.0,0.0,1.0,1.0,2.0,0.3462904538287779,0.6537095461712221,3,,1,,False,unknown
2007,BEL,FRA,BEL-FRA,4.0,0.2,0.8,2.449489742783178,3,2,1.0,0.0,0.0,1.0,2.0,0.16749472948352326,0.8325052705164767,3,,3,,True,unknown
2007,BEL,GBR,BEL-GBR,8.0,0.4,0.6,4.69041575982343,4,1,0.0,2.0,1.0,1.0,4.0,0.24310808345069468,0.7568919165493053,3,,1,,False,unknown
2007,BEL,GRC,BEL-GRC,7.0,0.35,0.65,3.872983346207417,4,1,0.0,1.0,3.0,2.0,1.0,0.2491806920509102,0.7508193079490898,3,,5,,False,unknown
2007,BEL,HUN,BEL-HUN,8.0,0.4,0.6,4.242640687119285,4,1,1.0,0.0,2.0,3.0,2.0,0.2621371161215934,0.7378628838784066,3,,4,,False,unknown
2007,BEL,IRL,BEL-IRL,7.0,0.35,0.65,4.123105625617661,3,2,3.0,2.0,2.0,0.0,0.0,0.3364605307718329,0.6635394692281671,3,,2,,False,unknown
2007,BEL,ITA,BEL-ITA,7.0,0.35,0.65,3.872983346207417,4,1,0.0,1.0,2.0,3.0,1.0,0.28585768551041174,0.7141423144895882,3,,3,,True,unknown
2007,BEL,LTU,BEL-LTU,13.0,0.65,0.35,6.244997998398398,5,0,4.0,3.0,3.0,1.0,2.0,0.41393432378311495,0.586065676216885,3,,2,,False,unknown
2007,BEL,LUX,BEL-LUX,9.0,0.45,0.55,5.196152422706632,4,1,4.0,3.0,1.0,1.0,0.0,0.41555423853481593,0.5844457614651841,3,,1,,False,unknown
2007,BEL,LVA,BEL-LVA,11.0,0.55,0.44999999999999996,5.5677643628300215,5,0,4.0,1.0,3.0,2.0,1.0,0.43411993390575526,0.5658800660942447,3,,3,,True,unknown
2007,BEL,NLD,BEL-NLD,8.0,0.4,0.6,4.69041575982343,3,2,2.0,3.0,0.0,0.0,3.0,0.3047628485553973,0.6952371514446027,3,,2,,False,unknown
2007,BEL,POL,BEL-POL,11.0,0.55,0.44999999999999996,5.196152422706632,5,0,2.0,1.0,3.0,2.0,3.0,0.3935681691159852,0.6064318308840149,3,,3,,True,unknown
2007,BEL,PRT,BEL-PRT,5.0,0.25,0.75,3.605551275463989,2,3,0.0,0.0,2.0,3.0,0.0,0.27310654527243555,0.7268934547275645,3,,5,,False,unknown
2007,BEL,SVK,BEL-SVK,11.0,0.55,0.44999999999999996,5.385164807134504,5,0,3.0,1.0,3.0,3.0,1.0,0.4589088977188264,0.5410911022811735,3,,4,,False,unknown
2007,BEL,SVN,BEL-SVN,12.0,0.6,0.4,5.830951894845301,5,0,4.0,2.0,1.0,2.0,3.0,0.37264260993119347,0.6273573900688065,3,,1,,False,unknown
2007,BEL,SWE,BEL-SWE,7.0,0.35,0.65,3.872983346207417,4,1,2.0,1.0,1.0,0.0,3.0,0.3459588331835423,0.6540411668164576,3,,2,,False,unknown
2007,BEL,USA,BEL-USA,8.0,0.4,0.6,4.0,5,0,1.0,2.0,1.0,1.0,3.0,0.31746529691764064,0.6825347030823594,3,,1,,False,unknown
2007,CAN,CZE,CAN-CZE,6.0,0.3,0.7,4.242640687119285,3,2,1.0,0.0,1.0,4.0,0.0,0.510978125176817,0.48902187482318304,1,,2,,False,unknown
2007,CAN,DEU,CAN-DEU,8.0,0.4,0.6,4.242640687119285,4,1,1.0,2.0,0.0,3.0,2.0,0.48648427418094364,0.5135157258190564,1,,4,,False,unknown
2007,CAN,DNK,CAN-DNK,5.0,0.25,0.75,2.6457513110645907,4,1,1.0,2.0,1.0,1.0,0.0,0.30470706132579567,0.6952929386742044,1,,1,,True,unknown
2007,CAN,ESP,CAN-ESP,10.0,0.5,0.5,5.0990195135927845,5,0,1.0,2.0,1.0,2.0,4.0,0.4873462418869225,0.5126537581130775,1,,2,,False,unknown
2007,CAN,EST,CAN-EST,6.0,0.3,0.7,3.4641016151377544,3,2,2.0,2.0,2.0,0.0,0.0,0.37063742411782835,0.6293625758821717,1,,1,,True,unknown
2007,CAN,FIN,CAN-FIN,4.0,0.2,0.8,2.449489742783178,3,2,0.0,1.0,1.0,0.0,2.0,0.40763386797747064,0.5923661320225293,1,,1,,True,unknown
2007,CAN,FRA,CAN-FRA,6.0,0.3,0.7,3.1622776601683795,4,1,1.0,1.0,0.0,2.0,2.0,0.43646616853823333,0.5635338314617666,1,,3,,False,unknown
2007,CAN,GBR,CAN-GBR,4.0,0.2,0.8,2.449489742783178,3,2,2.0,1.0,1.0,0.0,0.0,0.3674648488884404,0.6325351511115596,1,,1,,True,unknown
2007,CAN,GRC,CAN-GRC,13.0,0.65,0.35,5.916079783099616,5,0,2.0,2.0,3.0,3.0,3.0,0.625115849458563,0.374884150541437,1,,5,,False,unknown
2007,CAN,HUN,CAN-HUN,10.0,0.5,0.5,5.0990195135927845,5,0,1.0,1.0,2.0,4.0,2.0,0.5428966664845958,0.4571033335154042,1,,4,,False,unknown
2007,CAN,IRL,CAN-IRL,9.0,0.45,0.55,4.795831523312719,5,0,1.0,1.0,2.0,1.0,4.0,0.48333640539561884,0.5166635946043812,1,,2,,False,unknown
2007,CAN,ITA,CAN-ITA,11.0,0.55,0.44999999999999996,5.744562646538029,4,1,2.0,0.0,2.0,4.0,3.0,0.6690164351643207,0.33098356483567926,1,,3,,False,unknown
2007,CAN,LTU,CAN-LTU,11.0,0.55,0.44999999999999996,5.0,5,0,2.0,2.0,3.0,2.0,2.0,0.4657993650392969,0.5342006349607031,1,,2,,False,unknown
2007,CAN,LUX,CAN-LUX,11.0,0.55,0.44999999999999996,5.385164807134504,5,0,2.0,2.0,1.0,2.0,4.0,0.5612581269003702,0.43874187309962975,1,,1,,True,unknown
2007,CAN,LVA,CAN-LVA,11.0,0.55,0.44999999999999996,5.5677643628300215,4,1,2.0,0.0,3.0,3.0,3.0,0.5334063933979334,0.4665936066020666,1,,3,,False,unknown
2007,CAN,NLD,CAN-NLD,4.0,0.2,0.8,2.449489742783178,3,2,0.0,2.0,0.0,1.0,1.0,0.38110388737957857,0.6188961126204214,1,,2,,False,unknown
2007,CAN,POL,CAN-POL,9.0,0.45,0.55,4.795831523312719,4,1,0.0,2.0,3.0,3.0,1.0,0.528909267742319,0.47109073225768106,1,,3,,False,unknown
2007,CAN,PRT,CAN-PRT,13.0,0.65,0.35,6.4031242374328485,5,0,2.0,1.0,2.0,4.0,4.0,0.6311084030257852,0.3688915969742148,1,,5,,False,unknown
2007,CAN,SVK,CAN-SVK,13.0,0.65,0.35,6.244997998398398,5,0,1.0,2.0,3.0,4.0,3.0,0.6643596368025746,0.3356403631974254,1,,4,,False,unknown
2007,CAN,SVN,CAN-SVN,8.0,0.4,0.6,4.0,5,0,2.0,1.0,1.0,3.0,1.0,0.46401172669559265,0.5359882733044073,1,,1,,True,unknown
2007,CAN,SWE,CAN-SWE,3.0,0.15,0.85,1.7320508075688772,3,2,0.0,0.0,1.0,1.0,1.0,0.39585868941650815,0.6041413105834919,1,,2,,False,unknown
2007,CAN,USA,CAN-USA,4.0,0.2,0.8,2.0,4,1,1.0,1.0,1.0,0.0,1.0,0.3030466957894081,0.6969533042105919,1,,1,,True,unknown
2007,CZE,DEU,CZE-DEU,8.0,0.4,0.6,3.7416573867739413,5,0,2.0,2.0,1.0,1.0,2.0,0.34984724954484236,0.6501527504551576,2,,4,,False,unknown
2007,CZE,DNK,CZE-DNK,7.0,0.35,0.65,4.123105625617661,3,2,0.0,2.0,2.0,3.0,0.0,0.3437297528941947,0.6562702471058053,2,,1,,False,unknown
2007,CZE,ESP,CZE-ESP,8.0,0.4,0.6,4.898979485566356,3,2,0.0,2.0,0.0,2.0,4.0,0.3154362169781875,0.6845637830218125,2,,2,,True,unknown
2007,CZE,EST,CZE-EST,8.0,0.4,0.6,4.69041575982343,4,1,1.0,2.0,1.0,4.0,0.0,0.27740447397135615,0.7225955260286439,2,,1,,False,unknown
2007,CZE,FIN,CZE-FIN,10.0,0.5,0.5,5.0990195135927845,5,0,1.0,1.0,2.0,4.0,2.0,0.44859152367697713,0.5514084763230229,2,,1,,False,unknown
2007,CZE,FRA,CZE-FRA,8.0,0.4,0.6,3.7416573867739413,5,0,2.0,1.0,1.0,2.0,2.0,0.3155235086784966,0.6844764913215033,2,,3,,False,unknown
2007,CZE,GBR,CZE-GBR,8.0,0.4,0.6,5.0990195135927845,3,2,3.0,1.0,0.0,4.0,0.0,0.40992772208151834,0.5900722779184817,2,,1,,False,unknown
2007,CZE,GRC,CZE-GRC,11.0,0.55,0.44999999999999996,5.196152422706632,5,0,3.0,2.0,2.0,1.0,3.0,0.44739425127689963,0.5526057487231004,2,,5,,False,unknown
2007,CZE,HUN,CZE-HUN,6.0,0.3,0.7,3.1622776601683795,4,1,2.0,1.0,1.0,0.0,2.0,0.24406000267018227,0.7559399973298178,2,,4,,False,unknown
2007,CZE,IRL,CZE-IRL,9.0,0.45,0.55,5.196152422706632,4,1,0.0,1.0,1.0,3.0,4.0,0.3100039453788424,0.6899960546211577,2,,2,,True,unknown
2007,CZE,ITA,CZE-ITA,7.0,0.35,0.65,4.358898943540674,3,2,3.0,0.0,1.0,0.0,3.0,0.38133152277437504,0.618668477225625,2,,3,,False,unknown
2007,CZE,LTU,CZE-LTU,9.0,0.45,0.55,4.123105625617661,5,0,1.0,2.0,2.0,2.0,2.0,0.24668930590349275,0.7533106940965073,2,,2,,True,unknown
2007,CZE,LUX,CZE-LUX,9.0,0.45,0.55,5.0,4,1,1.0,2.0,0.0,2.0,4.0,0.30469855861333744,0.6953014413866625,2,,1,,False,unknown
2007,CZE,LVA,CZE-LVA,7.0,0.35,0.65,3.872983346207417,4,1,1.0,0.0,2.0,1.0,3.0,0.21326848041157964,0.7867315195884204,2,,3,,False,unknown
2007,CZE,NLD,CZE-NLD,8.0,0.4,0.6,4.0,5,0,1.0,2.0,1.0,3.0,1.0,0.2547512748513488,0.7452487251486513,2,,2,,True,unknown
2007,CZE,POL,CZE-POL,7.0,0.35,0.65,3.3166247903554,5,0,1.0,2.0,2.0,1.0,1.0,0.2929518669237064,0.7070481330762937,2,,3,,False,unknown
2007,CZE,PRT,CZE-PRT,9.0,0.45,0.55,5.196152422706632,4,1,3.0,1.0,1.0,0.0,4.0,0.3060452663422059,0.693954733657794,2,,5,,False,unknown
2007,CZE,SVK,CZE-SVK,7.0,0.35,0.65,4.123105625617661,3,2,0.0,2.0,2.0,0.0,3.0,0.37920969630976764,0.6207903036902324,2,,4,,False,unknown
2007,CZE,SVN,CZE-SVN,4.0,0.2,0.8,2.0,4,1,1.0,1.0,0.0,1.0,1.0,0.13774574786430285,0.8622542521356972,2,,1,,False,unknown
2007,CZE,SWE,CZE-SWE,7.0,0.35,0.65,3.872983346207417,4,1,1.0,0.0,2.0,3.0,1.0,0.3858076441756395,0.6141923558243605,2,,2,,True,unknown
2007,CZE,USA,CZE-USA,10.0,0.5,0.5,5.0990195135927845,5,0,2.0,1.0,2.0,4.0,1.0,0.42092074564303744,0.5790792543569625,2,,1,,False,unknown
2007,DEU,DNK,DEU-DNK,11.0,0.55,0.44999999999999996,5.385164807134504,5,0,2.0,4.0,1.0,2.0,2.0,0.42896071967187943,0.5710392803281206,4,,1,,False,unknown
2007,DEU,ESP,DEU-ESP,6.0,0.3,0.7,3.1622776601683795,4,1,2.0,0.0,1.0,1.0,2.0,0.2419817322882029,0.758018267711797,4,,2,,False,unknown
2007,DEU,EST,DEU-EST,14.0,0.7,0.30000000000000004,6.48074069840786,5,0,3.0,4.0,2.0,3.0,2.0,0.4400188996566216,0.5599811003433783,4,,1,,False,unknown
2007,DEU,FIN,DEU-FIN,6.0,0.3,0.7,3.4641016151377544,4,1,1.0,1.0,1.0,3.0,0.0,0.2666254853152237,0.7333745146847763,4,,1,,False,unknown
2007,DEU,FRA,DEU-FRA,2.0,0.1,0.9,1.4142135623730951,2,3,0.0,1.0,0.0,1.0,0.0,0.08141582489846597,0.918584175101534,4,,3,,False,unknown
2007,DEU,GBR,DEU-GBR,10.0,0.5,0.5,4.898979485566356,5,0,1.0,3.0,1.0,3.0,2.0,0.32722924858214175,0.6727707514178582,4,,1,,False,unknown
2007,DEU,GRC,DEU-GRC,5.0,0.25,0.75,3.3166247903554,3,2,1.0,0.0,3.0,0.0,1.0,0.34229443714764796,0.657705562852352,4,,5,,False,unknown
2007,DEU,HUN,DEU-HUN,4.0,0.2,0.8,2.449489742783178,3,2,0.0,1.0,2.0,1.0,0.0,0.251269895363902,0.748730104636098,4,,4,,True,unknown
2007,DEU,IRL,DEU-IRL,11.0,0.55,0.44999999999999996,5.0,5,0,2.0,3.0,2.0,2.0,2.0,0.36746685667442797,0.6325331433255721,4,,2,,False,unknown
2007,DEU,ITA,DEU-ITA,7.0,0.35,0.65,3.3166247903554,5,0,1.0,2.0,2.0,1.0,1.0,0.34342538290341856,0.6565746170965814,4,,3,,False,unknown
2007,DEU,LTU,DEU-LTU,11.0,0.55,0.44999999999999996,5.916079783099616,4,1,3.0,4.0,3.0,1.0,0.0,0.4210382797796987,0.5789617202203012,4,,2,,False,unknown
2007,DEU,LUX,DEU-LUX,11.0,0.55,0.44999999999999996,5.5677643628300215,5,0,3.0,4.0,1.0,1.0,2.0,0.4085763644661153,0.5914236355338847,4,,1,,False,unknown
2007,DEU,LVA,DEU-LVA,9.0,0.45,0.55,4.795831523312719,4,1,3.0,2.0,3.0,0.0,1.0,0.40489929569413563,0.5951007043058644,4,,3,,False,unknown
2007,DEU,NLD,DEU-NLD,8.0,0.4,0.6,4.69041575982343,4,1,1.0,4.0,0.0,2.0,1.0,0.3157196499257264,0.6842803500742736,4,,2,,False,unknown
2007,DEU,POL,DEU-POL,5.0,0.25,0.75,3.3166247903554,3,2,1.0,0.0,3.0,0.0,1.0,0.3281697772517387,0.6718302227482613,4,,3,,False,unknown
2007,DEU,PRT,DEU-PRT,7.0,0.35,0.65,3.3166247903554,5,0,1.0,1.0,2.0,1.0,2.0,0.2588961133171359,0.7411038866828641,4,,5,,False,unknown
2007,DEU,SVK,DEU-SVK,7.0,0.35,0.65,3.872983346207417,4,1,2.0,0.0,3.0,1.0,1.0,0.38884205234520286,0.6111579476547971,4,,4,,True,unknown
2007,DEU,SVN,DEU-SVN,8.0,0.4,0.6,4.47213595499958,4,1,3.0,3.0,1.0,0.0,1.0,0.32784934404100835,0.6721506559589916,4,,1,,False,unknown
2007,DEU,SWE,DEU-SWE,7.0,0.35,0.65,3.3166247903554,5,0,1.0,2.0,1.0,2.0,1.0,0.247518706991551,0.752481293008449,4,,2,,False,unknown
2007,DEU,USA,DEU-USA,8.0,0.4,0.6,4.47213595499958,4,1,0.0,3.0,1.0,3.0,1.0,0.32695249068868015,0.6730475093113198,4,,1,,False,unknown
2007,DNK,ESP,DNK-ESP,11.0,0.55,0.44999999999999996,6.082762530298219,4,1,0.0,4.0,2.0,1.0,4.0,0.4674829489003047,0.5325170510996953,1,,2,,False,unknown
2007,DNK,EST,DNK-EST,5.0,0.25,0.75,3.3166247903554,3,2,1.0,0.0,3.0,1.0,0.0,0.3004559743192058,0.6995440256807942,1,,1,,True,unknown
2007,DNK,FIN,DNK-FIN,7.0,0.35,0.65,3.872983346207417,4,1,1.0,3.0,0.0,1.0,2.0,0.33766077519323884,0.6623392248067612,1,,1,,True,unknown
2007,DNK,FRA,DNK-FRA,9.0,0.45,0.55,4.358898943540674,5,0,2.0,3.0,1.0,1.0,2.0,0.39352493406934075,0.6064750659306593,1,,3,,False,unknown
2007,DNK,GBR,DNK-GBR,7.0,0.35,0.65,3.872983346207417,4,1,3.0,1.0,2.0,1.0,0.0,0.36389372025865513,0.6361062797413448,1,,1,,True,unknown
2007,DNK,GRC,DNK-GRC,16.0,0.8,0.19999999999999996,7.3484692283495345,5,0,3.0,4.0,4.0,2.0,3.0,0.6209690072818961,0.3790309927181039,1,,5,,False,unknown
2007,DNK,HUN,DNK-HUN,13.0,0.65,0.35,5.916079783099616,5,0,2.0,3.0,3.0,3.0,2.0,0.47507819438699633,0.5249218056130036,1,,4,,False,unknown
2007,DNK,IRL,DNK-IRL,8.0,0.4,0.6,5.0990195135927845,3,2,0.0,1.0,3.0,0.0,4.0,0.3992685244961106,0.6007314755038894,1,,2,,False,unknown
2007,DNK,ITA,DNK-ITA,14.0,0.7,0.30000000000000004,6.324555320336759,5,0,3.0,2.0,3.0,3.0,3.0,0.5712082215462614,0.4287917784537386,1,,3,,False,unknown
2007,DNK,LTU,DNK-LTU,8.0,0.4,0.6,4.69041575982343,4,1,1.0,0.0,4.0,1.0,2.0,0.3689348867302518,0.6310651132697482,1,,2,,False,unknown
2007,DNK,LUX,DNK-LUX,8.0,0.4,0.6,4.69041575982343,4,1,1.0,0.0,2.0,1.0,4.0,0.414524371628731,0.585475628371269,1,,1,,True,unknown
2007,DNK,LVA,DNK-LVA,12.0,0.6,0.4,5.830951894845301,5,0,1.0,2.0,4.0,2.0,3.0,0.4478964025119805,0.5521035974880195,1,,3,,False,unknown
2007,DNK,NLD,DNK-NLD,3.0,0.15,0.85,1.7320508075688772,3,2,1.0,0.0,1.0,0.0,1.0,0.2543788454333846,0.7456211545666154,1,,2,,False,unknown
2007,DNK,POL,DNK-POL,12.0,0.6,0.4,6.164414002968976,5,0,1.0,4.0,4.0,2.0,1.0,0.5238764167427749,0.47612358325722515,1,,3,,False,unknown
2007,DNK,PRT,DNK-PRT,16.0,0.8,0.19999999999999996,7.211102550927978,5,0,3.0,3.0,3.0,3.0,4.0,0.5492974790886573,0.45070252091134266,1,,5,,False,unknown
2007,DNK,SVK,DNK-SVK,14.0,0.7,0.30000000000000004,7.0710678118654755,4,1,0.0,4.0,4.0,3.0,3.0,0.6464378221131594,0.35356217788684063,1,,4,,False,unknown
2007,DNK,SVN,DNK-SVN,7.0,0.35,0.65,3.3166247903554,5,0,1.0,1.0,2.0,2.0,1.0,0.3084069099419539,0.691593090058046,1,,1,,True,unknown
2007,DNK,SWE,DNK-SWE,4.0,0.2,0.8,2.449489742783178,3,2,1.0,2.0,0.0,0.0,1.0,0.2713203123530988,0.7286796876469013,1,,2,,False,unknown
2007,DNK,USA,DNK-USA,5.0,0.25,0.75,2.6457513110645907,4,1,2.0,1.0,0.0,1.0,1.0,0.24323565367774322,0.7567643463222568,1,,1,,True,unknown
2007,ESP,EST,ESP-EST,12.0,0.6,0.4,6.164414002968976,5,0,1.0,4.0,1.0,2.0,4.0,0.31128114072585056,0.6887188592741494,2,,1,,False,unknown
2007,ESP,FIN,ESP-FIN,8.0,0.4,0.6,3.7416573867739413,5,0,1.0,1.0,2.0,2.0,2.0,0.35808282439246736,0.6419171756075326,2,,1,,False,unknown
2007,ESP,FRA,ESP-FRA,6.0,0.3,0.7,3.1622776601683795,4,1,2.0,1.0,1.0,0.0,2.0,0.20673053989978213,0.7932694601002179,2,,3,,False,unknown
2007,ESP,GBR,ESP-GBR,12.0,0.6,0.4,6.164414002968976,4,1,3.0,3.0,0.0,2.0,4.0,0.3735632411257683,0.6264367588742317,2,,1,,False,unknown
2007,ESP,GRC,ESP-GRC,7.0,0.35,0.65,3.872983346207417,4,1,3.0,0.0,2.0,1.0,1.0,0.3331193507053164,0.6668806492946836,2,,5,,False,unknown
2007,ESP,HUN,ESP-HUN,8.0,0.4,0.6,3.7416573867739413,5,0,2.0,1.0,1.0,2.0,2.0,0.21878935302406105,0.781210646975939,2,,4,,False,unknown
2007,ESP,IRL,ESP-IRL,5.0,0.25,0.75,3.3166247903554,3,2,0.0,3.0,1.0,1.0,0.0,0.21283422365954227,0.7871657763404577,2,,2,,True,unknown
2007,ESP,ITA,ESP-ITA,9.0,0.45,0.55,4.358898943540674,5,0,3.0,2.0,1.0,2.0,1.0,0.38480564272398454,0.6151943572760155,2,,3,,False,unknown
2007,ESP,LTU,ESP-LTU,9.0,0.45,0.55,5.0,4,1,1.0,4.0,2.0,0.0,2.0,0.26728933521737264,0.7327106647826274,2,,2,,True,unknown
2007,ESP,LUX,ESP-LUX,5.0,0.25,0.75,4.123105625617661,2,3,1.0,4.0,0.0,0.0,0.0,0.28584747333595184,0.7141525266640482,2,,1,,False,unknown
2007,ESP,LVA,ESP-LVA,7.0,0.35,0.65,3.3166247903554,5,0,1.0,2.0,2.0,1.0,1.0,0.22868797217134598,0.771312027828654,2,,3,,False,unknown
2007,ESP,NLD,ESP-NLD,10.0,0.5,0.5,5.291502622129181,5,0,1.0,4.0,1.0,1.0,3.0,0.27257510781519406,0.7274248921848059,2,,2,,True,unknown
2007,ESP,POL,ESP-POL,7.0,0.35,0.65,3.872983346207417,4,1,1.0,0.0,2.0,1.0,3.0,0.2557490566828942,0.7442509433171058,2,,3,,False,unknown
2007,ESP,PRT,ESP-PRT,7.0,0.35,0.65,3.872983346207417,4,1,3.0,1.0,1.0,2.0,0.0,0.2610186134988201,0.7389813865011798,2,,5,,False,unknown
2007,ESP,SVK,ESP-SVK,5.0,0.25,0.75,3.0,3,2,0.0,0.0,2.0,2.0,1.0,0.2847247861117148,0.7152752138882852,2,,4,,False,unknown
2007,ESP,SVN,ESP-SVN,8.0,0.4,0.6,4.47213595499958,4,1,1.0,3.0,0.0,1.0,3.0,0.24834689243703806,0.751653107562962,2,,1,,False,unknown
