Country,Year,Value,Series_Code
BEL,2021,6.25445686466592,A.BEL.B1GQ_R_GR.PC.NAAG_I
BEL,2022,4.02460852835886,A.BEL.B1GQ_R_GR.PC.NAAG_I
BEL,2023,1.56125539542029,A.BEL.B1GQ_R_GR.PC.NAAG_I
BEL,2024,1.09775383828704,A.BEL.B1GQ_R_GR.PC.NAAG_I
BEL,2025,0.983117967125924,A.BEL.B1GQ_R_GR.PC.NAAG_I
BRA,2002,3.05346168696642,A.BRA.B1GQ_R_GR.PC.NAAG_I
BRA,2003,1.14082914539322,A.BRA.B1GQ_R_GR.PC.NAAG_I
BRA,2004,5.7599655864882,A.BRA.B1GQ_R_GR.PC.NAAG_I
BRA,2005,3.20213169110703,A.BRA.B1GQ_R_GR.PC.NAAG_I
BRA,2006,3.9619884418228,A.BRA.B1GQ_R_GR.PC.NAAG_I
BRA,2007,6.06987034640399,A.BRA.B1GQ_R_GR.PC.NAAG_I
BRA,2008,5.09419555783932,A.BRA.B1GQ_R_GR.PC.NAAG_I
BRA,2009,-0.125811937286412,A.BRA.B1GQ_R_GR.PC.NAAG_I
BRA,2010,7.52822589636044,A.BRA.B1GQ_R_GR.PC.NAAG_I
BRA,2011,3.97442307939189,A.BRA.B1GQ_R_GR.PC.NAAG_I
BRA,2012,1.92117598510397,A.BRA.B1GQ_R_GR.PC.NAAG_I
BRA,2013,3.0048226702726,A.BRA.B1GQ_R_GR.PC.NAAG_I
BRA,2014,0.503955740308835,A.BRA.B1GQ_R_GR.PC.NAAG_I
BRA,2015,-3.54576339346129,A.BRA.B1GQ_R_GR.PC.NAAG_I
BRA,2016,-3.27591690632862,A.BRA.B1GQ_R_GR.PC.NAAG_I
BRA,2017,1.32286905393206,A.BRA.B1GQ_R_GR.PC.NAAG_I
BRA,2018,1.81706218395599,A.BRA.B1GQ_R_GR.PC.NAAG_I
BRA,2019,1.22077782269483,A.BRA.B1GQ_R_GR.PC.NAAG_I
BRA,2020,-3.27675879611742,A.BRA.B1GQ_R_GR.PC.NAAG_I
BRA,2021,4.7626043797599,A.BRA.B1GQ_R_GR.PC.NAAG_I
BRA,2022,3.01669431085386,A.BRA.B1GQ_R_GR.PC.NAAG_I
BRA,2023,3.24165626313067,A.BRA.B1GQ_R_GR.PC.NAAG_I
CAN,2002,2.99925534033406,A.CAN.B1GQ_R_GR.PC.NAAG_I
CAN,2003,1.80638513352183,A.CAN.B1GQ_R_GR.PC.NAAG_I
CAN,2004,3.0923638326293,A.CAN.B1GQ_R_GR.PC.NAAG_I
CAN,2005,3.21045438879788,A.CAN.B1GQ_R_GR.PC.NAAG_I
CAN,2006,2.63794374844703,A.CAN.B1GQ_R_GR.PC.NAAG_I
CAN,2007,2.04990462170888,A.CAN.B1GQ_R_GR.PC.NAAG_I
CAN,2008,0.995406342461433,A.CAN.B1GQ_R_GR.PC.NAAG_I
CAN,2009,-2.91508625839376,A.CAN.B1GQ_R_GR.PC.NAAG_I
CAN,2010,3.09080636493577,A.CAN.B1GQ_R_GR.PC.NAAG_I
CAN,2011,3.13719441180021,A.CAN.B1GQ_R_GR.PC.NAAG_I
CAN,2012,1.75566131368798,A.CAN.B1GQ_R_GR.PC.NAAG_I
CAN,2013,2.3258135613525,A.CAN.B1GQ_R_GR.PC.NAAG_I
CAN,2014,2.87346677753097,A.CAN.B1GQ_R_GR.PC.NAAG_I
CAN,2015,0.649971004305851,A.CAN.B1GQ_R_GR.PC.NAAG_I
CAN,2016,1.03855091867276,A.CAN.B1GQ_R_GR.PC.NAAG_I
CAN,2017,3.03383491533961,A.CAN.B1GQ_R_GR.PC.NAAG_I
CAN,2018,2.74296343945575,A.CAN.B1GQ_R_GR.PC.NAAG_I
CAN,2019,1.9084319151316,A.CAN.B1GQ_R_GR.PC.NAAG_I
CAN,2020,-5.03823341596652,A.CAN.B1GQ_R_GR.PC.NAAG_I
CAN,2021,5.95052804144319,A.CAN.B1GQ_R_GR.PC.NAAG_I
CAN,2022,4.69541986535387,A.CAN.B1GQ_R_GR.PC.NAAG_I
CAN,2023,1.95308549811913,A.CAN.B1GQ_R_GR.PC.NAAG_I
CAN,2024,2.04626608033468,A.CAN.B1GQ_R_GR.PC.NAAG_I
CAN,2025,1.85340020736391,A.CAN.B1GQ_R_GR.PC.NAAG_I
CHE,2002,0.380410211130075,A.CHE.B1GQ_R_GR.PC.NAAG_I
CHE,2003,-0.28422245452564,A.CHE.B1GQ_R_GR.PC.NAAG_I
CHE,2004,2.58692894961763,A.CHE.B1GQ_R_GR.PC.NAAG_I
CHE,2005,2.9520848939686,A.CHE.B1GQ_R_GR.PC.NAAG_I
CHE,2006,4.13432259341526,A.CHE.B1GQ_R_GR.PC.NAAG_I
CHE,2007,3.98319373649298,A.CHE.B1GQ_R_GR.PC.NAAG_I
CHE,2008,2.53159628971551,A.CHE.B1GQ_R_GR.PC.NAAG_I
CHE,2009,-1.93490949501716,A.CHE.B1GQ_R_GR.PC.NAAG_I
CHE,2010,3.26063079647865,A.CHE.B1GQ_R_GR.PC.NAAG_I
CHE,2011,1.40766061345745,A.CHE.B1GQ_R_GR.PC.NAAG_I
CHE,2012,1.12413589064862,A.CHE.B1GQ_R_GR.PC.NAAG_I
CHE,2013,1.83612390632481,A.CHE.B1GQ_R_GR.PC.NAAG_I
CHE,2014,2.54342348029129,A.CHE.B1GQ_R_GR.PC.NAAG_I
CHE,2015,1.45450324911954,A.CHE.B1GQ_R_GR.PC.NAAG_I
CHE,2016,1.91159106268632,A.CHE.B1GQ_R_GR.PC.NAAG_I
CHE,2017,1.42034612654609,A.CHE.B1GQ_R_GR.PC.NAAG_I
CHE,2018,3.32743250824354,A.CHE.B1GQ_R_GR.PC.NAAG_I
CHE,2019,1.11532189907696,A.CHE.B1GQ_R_GR.PC.NAAG_I
CHE,2020,-2.25525798669794,A.CHE.B1GQ_R_GR.PC.NAAG_I
CHE,2021,6.1762283856019,A.CHE.B1GQ_R_GR.PC.NAAG_I
CHE,2022,3.53430291465708,A.CHE.B1GQ_R_GR.PC.NAAG_I
CHE,2023,0.825560872805795,A.CHE.B1GQ_R_GR.PC.NAAG_I
CHE,2024,1.39033365194118,A.CHE.B1GQ_R_GR.PC.NAAG_I
CHE,2025,1.30007790749421,A.CHE.B1GQ_R_GR.PC.NAAG_I
CHL,2002,3.20279913517554,A.CHL.B1GQ_R_GR.PC.NAAG_I
CHL,2003,4.72324526858969,A.CHL.B1GQ_R_GR.PC.NAAG_I
CHL,2004,6.67425416820226,A.CHL.B1GQ_R_GR.PC.NAAG_I
CHL,2005,5.83704571918274,A.CHL.B1GQ_R_GR.PC.NAAG_I
CHL,2006,6.04999082566195,A.CHL.B1GQ_R_GR.PC.NAAG_I
CHL,2007,5.16823098530871,A.CHL.B1GQ_R_GR.PC.NAAG_I
CHL,2008,3.78939280638046,A.CHL.B1GQ_R_GR.PC.NAAG_I
CHL,2009,-1.11803723646788,A.CHL.B1GQ_R_GR.PC.NAAG_I
CHL,2010,5.85165102225247,A.CHL.B1GQ_R_GR.PC.NAAG_I
CHL,2011,6.22389678510482,A.CHL.B1GQ_R_GR.PC.NAAG_I
CHL,2012,6.15534001856097,A.CHL.B1GQ_R_GR.PC.NAAG_I
CHL,2013,3.30850824706906,A.CHL.B1GQ_R_GR.PC.NAAG_I
CHL,2014,1.79264947140921,A.CHL.B1GQ_R_GR.PC.NAAG_I
CHL,2015,2.15194249981108,A.CHL.B1GQ_R_GR.PC.NAAG_I
CHL,2016,1.75303874904595,A.CHL.B1GQ_R_GR.PC.NAAG_I
CHL,2017,1.35769537347763,A.CHL.B1GQ_R_GR.PC.NAAG_I
CHL,2018,3.99002947785996,A.CHL.B1GQ_R_GR.PC.NAAG_I
CHL,2019,0.644223402672696,A.CHL.B1GQ_R_GR.PC.NAAG_I
CHL,2020,-6.13969694120921,A.CHL.B1GQ_R_GR.PC.NAAG_I
CHL,2021,11.3374032409968,A.CHL.B1GQ_R_GR.PC.NAAG_I
CHL,2022,2.0639186425539,A.CHL.B1GQ_R_GR.PC.NAAG_I
CHL,2023,0.677024831581979,A.CHL.B1GQ_R_GR.PC.NAAG_I
CHL,2024,2.80512637105771,A.CHL.B1GQ_R_GR.PC.NAAG_I
CHL,2025,2.4592547478091,A.CHL.B1GQ_R_GR.PC.NAAG_I
CHN,2002,9.13363757923851,A.CHN.B1GQ_R_GR.PC.NAAG_I
CHN,2003,10.0380470489022,A.CHN.B1GQ_R_GR.PC.NAAG_I
CHN,2004,10.1136471990996,A.CHN.B1GQ_R_GR.PC.NAAG_I
CHN,2005,11.3945881027607,A.CHN.B1GQ_R_GR.PC.NAAG_I
CHN,2006,12.7209950270443,A.CHN.B1GQ_R_GR.PC.NAAG_I
CHN,2007,14.2308380208728,A.CHN.B1GQ_R_GR.PC.NAAG_I
CHN,2008,9.65065957999029,A.CHN.B1GQ_R_GR.PC.NAAG_I
CHN,2009,9.3987416270343,A.CHN.B1GQ_R_GR.PC.NAAG_I
CHN,2010,10.6358500044214,A.CHN.B1GQ_R_GR.PC.NAAG_I
CHN,2011,9.55082524218185,A.CHN.B1GQ_R_GR.PC.NAAG_I
CHN,2012,7.86371979136207,A.CHN.B1GQ_R_GR.PC.NAAG_I
CHN,2013,7.76614654418883,A.CHN.B1GQ_R_GR.PC.NAAG_I
CHN,2014,7.42577447244798,A.CHN.B1GQ_R_GR.PC.NAAG_I
CHN,2015,7.04131899564941,A.CHN.B1GQ_R_GR.PC.NAAG_I
CHN,2016,6.84876800479402,A.CHN.B1GQ_R_GR.PC.NAAG_I
CHN,2017,6.94719623279551,A.CHN.B1GQ_R_GR.PC.NAAG_I
CHN,2018,6.74977107879057,A.CHN.B1GQ_R_GR.PC.NAAG_I
CHN,2019,6.1101203304619,A.CHN.B1GQ_R_GR.PC.NAAG_I
CHN,2020,2.08485182630195,A.CHN.B1GQ_R_GR.PC.NAAG_I
CHN,2021,8.44851596663545,A.CHN.B1GQ_R_GR.PC.NAAG_I
CHN,2022,3.13385216646699,A.CHN.B1GQ_R_GR.PC.NAAG_I
CHN,2023,5.41599958024471,A.CHN.B1GQ_R_GR.PC.NAAG_I
COL,2002,2.50386317968852,A.COL.B1GQ_R_GR.PC.NAAG_I
COL,2003,3.91850743034724,A.COL.B1GQ_R_GR.PC.NAAG_I
COL,2004,5.33294166387408,A.COL.B1GQ_R_GR.PC.NAAG_I
COL,2005,4.7065589635162,A.COL.B1GQ_R_GR.PC.NAAG_I
COL,2006,6.71686869844402,A.COL.B1GQ_R_GR.PC.NAAG_I
COL,2007,6.73819469090975,A.COL.B1GQ_R_GR.PC.NAAG_I
COL,2008,3.2834461861654,A.COL.B1GQ_R_GR.PC.NAAG_I
COL,2009,1.13964864548062,A.COL.B1GQ_R_GR.PC.NAAG_I
COL,2010,4.49465897070922,A.COL.B1GQ_R_GR.PC.NAAG_I
COL,2011,6.94789198173556,A.COL.B1GQ_R_GR.PC.NAAG_I
COL,2012,3.91263576716114,A.COL.B1GQ_R_GR.PC.NAAG_I
COL,2013,5.13399351995671,A.COL.B1GQ_R_GR.PC.NAAG_I
COL,2014,4.49903000110972,A.COL.B1GQ_R_GR.PC.NAAG_I
COL,2015,2.95590137527524,A.COL.B1GQ_R_GR.PC.NAAG_I
COL,2016,2.08738250162795,A.COL.B1GQ_R_GR.PC.NAAG_I
COL,2017,1.35936086788746,A.COL.B1GQ_R_GR.PC.NAAG_I
COL,2018,2.56432428277704,A.COL.B1GQ_R_GR.PC.NAAG_I
COL,2019,3.18685539245534,A.COL.B1GQ_R_GR.PC.NAAG_I
COL,2020,-7.1859141376086,A.COL.B1GQ_R_GR.PC.NAAG_I
COL,2021,10.8011981904878,A.COL.B1GQ_R_GR.PC.NAAG_I
COL,2022,7.32827729427979,A.COL.B1GQ_R_GR.PC.NAAG_I
COL,2023,0.84181955575204,A.COL.B1GQ_R_GR.PC.NAAG_I
COL,2024,1.49330728771067,A.COL.B1GQ_R_GR.PC.NAAG_I
COL,2025,2.64200544455494,A.COL.B1GQ_R_GR.PC.NAAG_I
CRI,2002,3.4168763903673,A.CRI.B1GQ_R_GR.PC.NAAG_I
CRI,2003,4.31717986617864,A.CRI.B1GQ_R_GR.PC.NAAG_I
CRI,2004,4.424599596886,A.CRI.B1GQ_R_GR.PC.NAAG_I
CRI,2005,3.97666636814148,A.CRI.B1GQ_R_GR.PC.NAAG_I
CRI,2006,7.32669543215022,A.CRI.B1GQ_R_GR.PC.NAAG_I
CRI,2007,8.21513198346369,A.CRI.B1GQ_R_GR.PC.NAAG_I
CRI,2008,4.73817487793161,A.CRI.B1GQ_R_GR.PC.NAAG_I
CRI,2009,-0.87345594285363,A.CRI.B1GQ_R_GR.PC.NAAG_I
CRI,2010,5.3603435261375,A.CRI.B1GQ_R_GR.PC.NAAG_I
CRI,2011,4.40315923980598,A.CRI.B1GQ_R_GR.PC.NAAG_I
CRI,2012,4.88259241028843,A.CRI.B1GQ_R_GR.PC.NAAG_I
CRI,2013,2.49476611212569,A.CRI.B1GQ_R_GR.PC.NAAG_I
CRI,2014,3.54210987752424,A.CRI.B1GQ_R_GR.PC.NAAG_I
CRI,2015,3.6520809679451,A.CRI.B1GQ_R_GR.PC.NAAG_I
CRI,2016,4.204323251783,A.CRI.B1GQ_R_GR.PC.NAAG_I
CRI,2017,4.15769896287717,A.CRI.B1GQ_R_GR.PC.NAAG_I
CRI,2018,2.6159044044365,A.CRI.B1GQ_R_GR.PC.NAAG_I
CRI,2019,2.41751181741532,A.CRI.B1GQ_R_GR.PC.NAAG_I
CRI,2020,-4.27335432159096,A.CRI.B1GQ_R_GR.PC.NAAG_I
CRI,2021,7.93576224742543,A.CRI.B1GQ_R_GR.PC.NAAG_I
CRI,2022,4.55149177962494,A.CRI.B1GQ_R_GR.PC.NAAG_I
CRI,2023,5.11192183232988,A.CRI.B1GQ_R_GR.PC.NAAG_I
CRI,2024,4.32122429647174,A.CRI.B1GQ_R_GR.PC.NAAG_I
CZE,2002,1.51345949139996,A.CZE.B1GQ_R_GR.PC.NAAG_I
CZE,2003,3.30083683261299,A.CZE.B1GQ_R_GR.PC.NAAG_I
CZE,2004,4.73633969683439,A.CZE.B1GQ_R_GR.PC.NAAG_I
CZE,2005,6.37502886086792,A.CZE.B1GQ_R_GR.PC.NAAG_I
CZE,2006,6.62317299177447,A.CZE.B1GQ_R_GR.PC.NAAG_I
CZE,2007,5.48882595164516,A.CZE.B1GQ_R_GR.PC.NAAG_I
CZE,2008,2.6122680720514,A.CZE.B1GQ_R_GR.PC.NAAG_I
CZE,2009,-4.79832416684926,A.CZE.B1GQ_R_GR.PC.NAAG_I
CZE,2010,2.714665099077,A.CZE.B1GQ_R_GR.PC.NAAG_I
CZE,2011,1.77238085338474,A.CZE.B1GQ_R_GR.PC.NAAG_I
CZE,2012,-0.770668190622742,A.CZE.B1GQ_R_GR.PC.NAAG_I
CZE,2013,-0.041812416044754,A.CZE.B1GQ_R_GR.PC.NAAG_I
CZE,2014,2.24521219862634,A.CZE.B1GQ_R_GR.PC.NAAG_I
CZE,2015,4.95875848915604,A.CZE.B1GQ_R_GR.PC.NAAG_I
CZE,2016,2.58087013921376,A.CZE.B1GQ_R_GR.PC.NAAG_I
CZE,2017,5.1735652996788,A.CZE.B1GQ_R_GR.PC.NAAG_I
CZE,2018,2.83030588267864,A.CZE.B1GQ_R_GR.PC.NAAG_I
CZE,2019,3.56577658128261,A.CZE.B1GQ_R_GR.PC.NAAG_I
CZE,2020,-5.30487955463877,A.CZE.B1GQ_R_GR.PC.NAAG_I
CZE,2021,4.02901832055149,A.CZE.B1GQ_R_GR.PC.NAAG_I
CZE,2022,2.84717065838141,A.CZE.B1GQ_R_GR.PC.NAAG_I
CZE,2023,0.047580330897387,A.CZE.B1GQ_R_GR.PC.NAAG_I
CZE,2024,1.25131096245923,A.CZE.B1GQ_R_GR.PC.NAAG_I
CZE,2025,2.58046673293437,A.CZE.B1GQ_R_GR.PC.NAAG_I
DEU,2002,-0.228255715793638,A.DEU.B1GQ_R_GR.PC.NAAG_I
DEU,2003,-0.529801394291293,A.DEU.B1GQ_R_GR.PC.NAAG_I
DEU,2004,1.16208684507277,A.DEU.B1GQ_R_GR.PC.NAAG_I
DEU,2005,0.885485292551579,A.DEU.B1GQ_R_GR.PC.NAAG_I
DEU,2006,3.86668241523208,A.DEU.B1GQ_R_GR.PC.NAAG_I
DEU,2007,2.88911741380249,A.DEU.B1GQ_R_GR.PC.NAAG_I
DEU,2008,0.887902330743618,A.DEU.B1GQ_R_GR.PC.NAAG_I
DEU,2009,-5.54455451920673,A.DEU.B1GQ_R_GR.PC.NAAG_I
DEU,2010,4.13463778522757,A.DEU.B1GQ_R_GR.PC.NAAG_I
DEU,2011,3.75796884489337,A.DEU.B1GQ_R_GR.PC.NAAG_I
DEU,2012,0.463512036709206,A.DEU.B1GQ_R_GR.PC.NAAG_I
DEU,2013,0.396995583779144,A.DEU.B1GQ_R_GR.PC.NAAG_I
DEU,2014,2.18018602168018,A.DEU.B1GQ_R_GR.PC.NAAG_I
DEU,2015,1.66300602334775,A.DEU.B1GQ_R_GR.PC.NAAG_I
DEU,2016,2.22222216259371,A.DEU.B1GQ_R_GR.PC.NAAG_I
DEU,2017,2.797906720551,A.DEU.B1GQ_R_GR.PC.NAAG_I
DEU,2018,1.13569604599848,A.DEU.B1GQ_R_GR.PC.NAAG_I
DEU,2019,0.977734697038801,A.DEU.B1GQ_R_GR.PC.NAAG_I
DEU,2020,-4.13191443239948,A.DEU.B1GQ_R_GR.PC.NAAG_I
DEU,2021,3.90999994204108,A.DEU.B1GQ_R_GR.PC.NAAG_I
DEU,2022,1.8092581243061,A.DEU.B1GQ_R_GR.PC.NAAG_I
DEU,2023,-0.869647578573322,A.DEU.B1GQ_R_GR.PC.NAAG_I
DEU,2024,-0.495851897260364,A.DEU.B1GQ_R_GR.PC.NAAG_I
DEU,2025,0.220412185834056,A.DEU.B1GQ_R_GR.PC.NAAG_I
DNK,2002,0.456530018779978,A.DNK.B1GQ_R_GR.PC.NAAG_I
DNK,2003,0.441091006625111,A.DNK.B1GQ_R_GR.PC.NAAG_I
DNK,2004,2.77635180744053,A.DNK.B1GQ_R_GR.PC.NAAG_I
DNK,2005,2.35960882992528,A.DNK.B1GQ_R_GR.PC.NAAG_I
DNK,2006,3.81648769908172,A.DNK.B1GQ_R_GR.PC.NAAG_I
DNK,2007,0.987173815945138,A.DNK.B1GQ_R_GR.PC.NAAG_I
DNK,2008,-0.417178439991002,A.DNK.B1GQ_R_GR.PC.NAAG_I
DNK,2009,-4.97447905669059,A.DNK.B1GQ_R_GR.PC.NAAG_I
DNK,2010,1.58289703108803,A.DNK.B1GQ_R_GR.PC.NAAG_I
DNK,2011,1.31080376096059,A.DNK.B1GQ_R_GR.PC.NAAG_I
DNK,2012,-0.005432301616716,A.DNK.B1GQ_R_GR.PC.NAAG_I
DNK,2013,1.39267343161971,A.DNK.B1GQ_R_GR.PC.NAAG_I
DNK,2014,1.27799983192831,A.DNK.B1GQ_R_GR.PC.NAAG_I
DNK,2015,2.10441456445301,A.DNK.B1GQ_R_GR.PC.NAAG_I
DNK,2016,3.07304549209094,A.DNK.B1GQ_R_GR.PC.NAAG_I
DNK,2017,3.05647723922717,A.DNK.B1GQ_R_GR.PC.NAAG_I
DNK,2018,1.86000749009209,A.DNK.B1GQ_R_GR.PC.NAAG_I
DNK,2019,1.71140093932735,A.DNK.B1GQ_R_GR.PC.NAAG_I
DNK,2020,-1.78010601831291,A.DNK.B1GQ_R_GR.PC.NAAG_I
DNK,2021,6.50025445756294,A.DNK.B1GQ_R_GR.PC.NAAG_I
DNK,2022,0.443832614908323,A.DNK.B1GQ_R_GR.PC.NAAG_I
DNK,2023,0.604587766175576,A.DNK.B1GQ_R_GR.PC.NAAG_I
DNK,2024,3.47783593140312,A.DNK.B1GQ_R_GR.PC.NAAG_I
DNK,2025,2.92843280014237,A.DNK.B1GQ_R_GR.PC.NAAG_I
EA,2002,0.912470297320036,A.EA.B1GQ_R_GR.PC.NAAG_I
EA,2003,0.720958635373839,A.EA.B1GQ_R_GR.PC.NAAG_I
EA,2004,2.29684694734346,A.EA.B1GQ_R_GR.PC.NAAG_I
EA,2005,1.75331216573989,A.EA.B1GQ_R_GR.PC.NAAG_I
EA,2006,3.31357004982666,A.EA.B1GQ_R_GR.PC.NAAG_I
EA,2007,2.99645827525362,A.EA.B1GQ_R_GR.PC.NAAG_I
EA,2008,0.409236194805459,A.EA.B1GQ_R_GR.PC.NAAG_I
EA,2009,-4.45677157431478,A.EA.B1GQ_R_GR.PC.NAAG_I
EA,2010,2.07341567126247,A.EA.B1GQ_R_GR.PC.NAAG_I
EA,2011,1.72406548713983,A.EA.B1GQ_R_GR.PC.NAAG_I
EA,2012,-0.953856306562324,A.EA.B1GQ_R_GR.PC.NAAG_I
EA,2013,-0.179690751001819,A.EA.B1GQ_R_GR.PC.NAAG_I
EA,2014,1.44167948048272,A.EA.B1GQ_R_GR.PC.NAAG_I
EA,2015,2.11141178521044,A.EA.B1GQ_R_GR.PC.NAAG_I
EA,2016,1.8015062033373,A.EA.B1GQ_R_GR.PC.NAAG_I
EA,2017,2.62094914774524,A.EA.B1GQ_R_GR.PC.NAAG_I
EA,2018,1.7789579027415,A.EA.B1GQ_R_GR.PC.NAAG_I
EA,2019,1.62119731555915,A.EA.B1GQ_R_GR.PC.NAAG_I
EA,2020,-6.02414203623414,A.EA.B1GQ_R_GR.PC.NAAG_I
EA,2021,6.40752441688653,A.EA.B1GQ_R_GR.PC.NAAG_I
EA,2022,3.6419485658667,A.EA.B1GQ_R_GR.PC.NAAG_I
EA,2023,0.465325753082684,A.EA.B1GQ_R_GR.PC.NAAG_I
EA,2024,0.967387288024895,A.EA.B1GQ_R_GR.PC.NAAG_I
EA,2025,1.38684378165692,A.EA.B1GQ_R_GR.PC.NAAG_I
ESP,2002,2.75545611564099,A.ESP.B1GQ_R_GR.PC.NAAG_I
ESP,2003,2.93928959530761,A.ESP.B1GQ_R_GR.PC.NAAG_I
ESP,2004,3.1145314799161,A.ESP.B1GQ_R_GR.PC.NAAG_I
